SRR3724066 SRR3724068 SRR3724070 SRR3724072 SRR3724074 SRR3724076 SRR3724078 SRR3724079 SRR3724081 SRR3724084 SRR3724086 SRR3724088 SRR3724091 SRR3724093 SRR3724095 SRR3724097 SRR3724099 SRR3724101 SRR3724102 SRR3724104 SRR3724106 SRR3724108 SRR3724110 SRR3724113 SRR3724125 SRR3724127 SRR3724129 SRR3724131 SRR3724133 SRR3724134 SRR3724136 SRR3724138 SRR3724140 SRR3724142 SRR3724145 SRR3724147 SRR3724149 SRR3724151 SRR3724153 SRR3724155 SRR3724156 SRR3724158 SRR3724160 SRR3724162 SRR3724164 SRR3724167 SRR3724169 SRR3724171
ZT3D7_G114 5 7 2 6 4 185 2 284 255 16 27 7 8 5 8 150 58 0 434 208 401 249 0 6 1 1 9 1 3 10 104 36 412 381 375 11 8 0 47 0 7 7 30 15 18 453 193 567
ZT3D7_G115 1 21 20 27 17 859 2 714 782 20 11 10 14 29 83 346 228 6 1153 569 1114 838 11 15 6 13 26 27 6 114 458 219 1052 1135 1107 9 11 5 194 4 53 69 272 310 280 684 557 1271
ZT3D7_G116 0 0 0 0 0 34 1 27 32 1 2 0 0 0 0 4 0 0 1 59 48 48 0 1 1 0 1 0 0 0 4 0 90 51 133 2 0 0 2 0 0 0 0 2 2 63 50 45
ZT3D7_G117 0 0 0 1 0 38 0 47 10 0 0 0 0 2 0 37 15 0 51 95 107 85 0 0 0 0 0 1 1 3 12 20 64 96 87 0 0 0 21 0 2 0 4 3 4 281 111 186
ZT3D7_G118 0 0 0 0 0 20 0 25 9 1 2 0 1 1 3 112 48 0 246 56 163 82 0 0 0 0 0 0 0 0 5 0 20 24 20 1 0 8 5 0 1 2 7 2 9 39 142 95
ZT3D7_G119 0 4 2 1 3 472 1 503 561 0 3 1 2 2 10 98 29 0 227 486 681 538 0 1 0 3 2 2 0 11 125 33 611 644 813 0 3 0 51 0 6 6 37 16 28 677 510 680
ZT3D7_G120 12 26 24 25 20 20647 14 22102 21118 65 100 104 108 77 196 2278 741 4 6695 26475 25311 30264 13 54 37 26 60 42 22 190 4058 1010 17931 20306 28861 35 73 102 2253 9 59 112 1416 1196 451 34351 24049 24452
ZT3D7_G121 4 17 8 22 5 1370 2 1678 1902 16 37 26 52 24 79 904 300 2 1688 969 1944 1559 7 21 6 7 23 11 9 52 650 317 1565 1485 2610 21 21 11 176 1 37 41 331 252 176 2101 1802 1683
ZT3D7_G122 0 0 0 0 0 13 0 13 15 1 1 0 0 0 4 19 11 0 57 23 33 24 0 0 1 2 2 0 0 0 11 8 16 16 14 0 0 2 3 0 2 4 3 1 3 16 15 26
ZT3D7_G123 2 2 0 8 2 277 0 182 329 8 2 6 8 2 31 85 39 2 189 271 363 278 4 8 0 4 4 1 2 22 93 34 341 332 370 3 3 6 41 0 9 15 23 29 47 357 218 303
ZT3D7_G124 0 0 1 4 0 342 0 213 287 0 1 0 2 1 3 60 18 0 111 137 207 138 0 0 0 0 1 0 1 0 10 2 53 47 67 0 0 1 15 0 0 0 2 7 7 90 71 70
ZT3D7_G125 12 47 38 52 19 12476 21 9639 12943 40 51 63 53 82 186 3539 1568 6 7890 9418 11339 9437 16 36 20 54 98 60 37 255 2518 1400 11009 13186 14506 29 58 59 891 17 142 177 1184 919 949 11705 9680 8722
ZT3D7_G126 0 3 0 1 0 20 0 30 38 0 0 0 4 2 1 17 9 0 52 30 25 17 0 0 0 0 0 0 0 1 23 4 28 66 55 0 1 0 3 1 0 0 5 15 9 22 39 62
ZT3D7_G127 0 0 0 0 1 32 0 23 39 0 0 0 0 0 3 9 4 0 23 15 27 10 0 0 0 0 0 1 0 7 9 6 26 35 38 0 0 0 6 0 0 1 3 3 4 29 27 33
ZT3D7_G128 5 22 7 8 4 1073 1 1105 1042 5 9 10 14 12 54 341 121 0 1122 1027 1533 1138 0 9 5 6 16 10 0 32 255 107 840 993 1369 11 4 14 110 4 14 28 140 96 129 1295 985 1494
ZT3D7_G129 1 5 3 10 0 130 0 168 195 8 8 3 10 8 18 178 94 2 265 114 172 151 2 9 5 1 11 8 5 13 109 50 191 227 278 2 5 10 44 1 12 19 75 53 42 324 157 260
ZT3D7_G130 0 2 2 4 0 126 0 85 166 9 2 1 6 3 7 108 33 0 151 77 144 73 2 7 3 2 3 2 4 9 79 33 128 141 167 0 3 8 24 1 6 9 41 30 29 121 100 181
ZT3D7_G131 0 0 2 1 0 6 0 10 22 0 2 0 0 1 0 6 6 1 26 4 8 13 0 0 0 0 5 0 0 5 14 4 22 12 37 0 0 0 5 0 5 0 3 16 3 10 15 24
ZT3D7_G132 7 121 64 103 63 7 19 12 4 61 37 16 83 53 248 121 393 10 109 0 9 5 46 7 16 80 150 170 40 272 563 486 42 35 30 54 50 30 601 16 290 390 873 1483 1448 7 11 17
ZT3D7_G133 0 22 6 18 12 301 3 453 307 30 12 22 29 11 56 90 107 1 108 222 344 282 5 25 2 11 16 14 5 22 202 94 410 359 536 12 7 19 84 3 24 33 35 76 56 439 295 618
ZT3D7_G134 0 0 1 0 0 2 0 0 3 0 1 0 3 1 1 7 4 0 16 3 11 5 0 2 0 0 0 0 0 2 8 14 4 8 3 0 1 0 1 2 1 1 1 6 7 1 1 3
ZT3D7_G135 0 0 0 0 0 27 0 24 22 0 1 0 0 1 1 5 1 0 4 26 29 19 0 0 0 1 0 0 0 0 5 0 26 26 42 0 0 5 11 0 0 3 3 1 4 29 25 60
ZT3D7_G136 0 16 8 24 7 766 1 771 838 14 16 16 11 11 42 269 112 1 1023 856 1277 975 7 11 2 7 17 12 5 50 312 133 1030 1246 1588 11 13 5 142 1 29 37 147 143 138 1604 1249 1707
ZT3D7_G137 0 3 3 5 3 572 0 254 566 4 4 8 9 10 28 264 130 0 971 514 927 617 0 5 6 2 9 2 0 15 128 22 177 245 210 2 14 8 76 0 17 24 92 126 118 646 365 720
ZT3D7_G138 34 19 14 5 9 3257 29 3821 3388 120 134 109 159 36 147 738 271 20 1943 3199 4050 4157 18 105 26 28 31 15 38 45 584 279 3787 3494 4858 97 123 70 529 17 39 62 225 93 100 8046 3487 4540
ZT3D7_G139 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 32 22 28 0 0 0 1 0 0 0 0 6 1 26 44 41 0 0 0 0 0 0 0 0 0 0 0 1 2
ZT3D7_G140 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 26 7 0 58 79 64 61 0 0 0 0 1 0 0 1 18 2 64 87 52 0 0 0 0 0 0 0 0 0 0 0 0 0
ZT3D7_G141 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 17 2 0 48 19 55 30 0 0 0 0 0 0 0 4 8 0 0 5 2 0 0 3 2 0 0 0 0 0 3 1 1 5
ZT3D7_G142 0 0 0 0 0 4 0 11 3 0 0 0 0 0 0 13 1 0 22 27 68 39 0 1 0 1 0 0 0 1 15 0 9 10 11 1 0 0 0 0 0 0 3 3 3 10 2 22
ZT3D7_G143 2 3 7 11 4 497 3 366 536 5 12 11 17 8 33 360 110 0 731 448 674 487 2 8 4 4 18 8 4 28 275 106 608 708 781 7 6 29 49 3 12 22 80 69 118 466 475 599
ZT3D7_G144 4 0 0 5 1 155 12 205 200 8 15 20 4 9 5 139 73 6 206 41 116 89 6 11 13 3 1 2 4 29 282 121 118 106 152 11 10 12 15 6 8 5 116 131 53 49 27 82
ZT3D7_G145 18 8 3 15 2 39 12 70 50 75 85 108 25 11 63 141 75 10 172 64 173 122 25 90 46 16 18 22 17 25 118 18 47 24 26 37 79 50 39 4 19 31 23 11 31 153 73 121
ZT3D7_G146 78 187 97 107 43 1699 93 1864 2692 154 219 146 335 128 547 465 822 51 1430 883 2463 1072 42 260 64 118 217 111 88 344 2485 1359 1824 1893 1873 75 107 80 506 24 232 437 1628 2091 1336 350 482 768
ZT3D7_G147 1 4 4 10 4 1102 3 1122 1289 6 13 3 13 10 21 422 76 1 1129 1104 1556 1281 2 8 1 6 9 2 1 21 205 89 1330 1289 2037 8 11 18 161 1 14 9 97 69 90 2018 1756 2123
ZT3D7_G148 4 8 13 18 11 1623 2 1559 1948 14 29 15 15 11 43 1032 276 1 1846 1205 1523 1359 9 15 13 5 18 14 7 43 369 171 1693 1656 2230 10 18 31 190 10 18 36 192 122 164 2421 1882 2133
ZT3D7_G149 8 27 18 28 13 4219 8 2879 4269 23 29 16 32 28 111 760 333 3 2216 3713 4973 3817 16 19 14 14 58 28 15 65 891 303 4147 4288 5779 12 13 23 405 6 49 78 299 267 339 4292 3653 4039
ZT3D7_G150 0 1 0 7 4 55 0 59 62 2 4 1 3 4 9 29 10 1 47 38 43 63 1 0 0 0 3 0 3 1 26 6 40 66 73 1 1 0 16 0 8 9 13 27 14 94 39 64
ZT3D7_G151 2 3 2 6 5 47 2 21 19 6 2 0 10 7 21 214 115 0 323 27 63 30 3 3 0 8 2 4 0 6 229 99 41 50 72 3 3 3 36 0 4 7 87 58 68 83 37 84
ZT3D7_G152 14 28 25 39 13 2612 11 1882 2638 82 61 55 95 48 160 1799 1099 8 2239 1056 1865 1619 10 34 13 32 33 47 37 135 1016 848 1929 1853 2782 37 26 48 335 11 65 133 800 604 419 2354 1901 1314
ZT3D7_G153 4 54 39 67 40 47 1 34 76 32 16 10 31 35 136 91 107 7 82 82 87 60 15 6 0 21 23 43 28 51 115 128 82 105 151 29 17 7 176 6 73 119 274 443 204 98 102 80
ZT3D7_G154 0 6 8 5 7 17 1 22 20 7 1 0 9 3 21 22 25 1 36 31 47 32 5 2 0 1 2 5 5 20 23 11 25 28 34 2 0 0 26 1 6 20 31 21 41 26 18 33
ZT3D7_G155 0 0 1 0 0 13 0 8 17 2 1 0 1 0 0 19 6 0 19 15 17 23 0 0 0 0 0 0 0 0 1 0 0 0 9 0 0 0 1 0 0 1 1 0 1 13 11 16
ZT3D7_G156 0 1 2 1 1 274 0 268 153 7 3 1 4 0 5 80 12 0 195 225 385 358 0 2 2 0 0 0 1 0 14 8 24 84 50 1 3 5 12 1 2 1 8 1 5 344 132 312
ZT3D7_G157 11 17 18 14 7 4936 15 4080 5442 90 109 71 166 44 125 803 324 12 2417 7052 8134 7155 19 84 23 32 56 22 22 84 672 264 5970 5977 8314 41 64 53 538 17 39 82 253 177 169 7983 7644 7005
ZT3D7_G158 0 1 1 3 1 2 0 7 14 1 0 0 0 3 2 11 4 0 17 7 9 5 3 0 0 0 0 0 1 2 11 0 9 4 9 1 0 0 0 0 3 2 7 9 3 39 33 32
ZT3D7_G159 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0
ZT3D7_G160 0 0 0 5 1 171 1 144 172 12 9 18 23 6 25 66 51 0 113 109 218 171 5 3 3 4 5 6 3 17 148 87 146 181 199 6 5 0 31 2 16 29 111 91 75 283 72 226
ZT3D7_G161 3 81 29 125 18 1159 2 400 736 70 31 19 79 31 172 188 164 4 1382 1505 1756 1674 15 4 5 20 84 52 12 242 545 57 196 431 246 18 20 13 196 5 70 169 227 248 703 1052 372 825
ZT3D7_G162 0 14 3 18 12 224 0 198 272 3 7 2 8 11 43 135 78 0 256 341 426 370 9 7 2 10 16 16 11 79 307 168 858 1103 1358 6 4 6 83 3 28 37 101 111 86 219 271 348
ZT3D7_G163 0 0 0 0 0 0 0 6 4 2 0 0 1 1 0 1 2 0 4 6 6 6 2 0 1 0 0 0 0 5 6 0 4 6 9 0 0 0 0 0 0 0 0 0 0 9 4 6
ZT3D7_G164 1 11 9 19 7 2324 0 1772 2138 6 3 7 22 13 22 408 195 0 1213 1286 1861 1539 2 2 9 9 6 10 1 47 416 147 1754 2062 2818 16 6 10 172 0 29 36 173 140 182 2206 1933 2350
ZT3D7_G165 6 5 11 15 4 1031 4 1140 1090 25 20 12 19 6 40 260 118 0 517 882 1015 1109 1 22 1 3 8 7 1 29 226 69 840 849 1162 19 28 6 144 2 35 24 164 134 112 1842 1292 1474
ZT3D7_G166 2 8 11 20 10 1031 3 820 1420 22 15 16 11 8 27 710 266 1 1349 674 966 798 4 6 6 9 12 8 4 21 486 184 1127 1244 1509 9 9 14 110 1 35 50 184 133 138 1180 1257 1496
ZT3D7_G167 0 2 5 13 3 467 4 441 553 7 12 12 12 4 19 133 70 1 223 374 456 411 1 9 2 2 8 6 4 15 176 71 438 492 783 3 8 15 78 5 16 26 44 80 45 771 492 578
ZT3D7_G168 4 0 0 0 0 4 0 1 0 8 42 30 18 2 8 8 16 0 7 2 3 4 0 3 0 0 0 0 0 0 1 0 0 0 1 0 0 0 2 0 0 0 0 0 0 5 0 2
ZT3D7_G169 108 33 60 29 22 5423 78 6240 7240 898 558 709 627 63 394 922 487 85 104 249 190 363 83 725 215 98 169 91 105 128 133 174 96 76 135 216 135 251 76 105 100 193 82 35 84 485 150 95
ZT3D7_G170 2 3 1 12 3 222 2 215 159 26 17 7 11 3 29 61 22 3 115 76 146 113 3 8 6 5 13 5 2 13 65 38 96 143 175 9 9 12 33 1 12 27 35 45 42 289 174 286
ZT3D7_G171 5 3 3 2 0 1344 3 1235 1311 6 4 11 7 4 13 187 58 1 545 1369 1376 1214 4 6 5 4 5 2 7 2 133 58 1209 1057 1763 6 10 18 128 5 13 6 51 40 31 1837 1802 1623
ZT3D7_G172 29 33 45 38 28 2659 22 1727 2814 153 136 99 154 70 212 2950 1299 13 3997 1682 2766 2337 37 107 48 48 63 63 33 122 1337 732 2514 2767 2691 92 73 73 330 42 100 174 639 511 349 2827 2204 2369
ZT3D7_G173 50 90 107 105 50 17590 42 11419 19875 136 181 133 186 206 516 7309 3916 18 15701 11379 17732 12877 56 141 51 143 186 131 65 492 5750 3458 17174 13917 20086 115 111 99 1460 26 265 399 2068 1940 1770 14727 11757 8946
ZT3D7_G174 5 4 1 8 1 697 4 574 857 13 16 21 23 13 30 244 109 1 432 755 833 756 1 14 5 10 8 5 5 6 188 68 720 772 1005 6 14 25 75 6 25 23 58 30 38 881 807 790
ZT3D7_G175 0 0 0 0 0 19 0 7 11 0 1 1 0 0 6 23 3 0 27 5 4 4 0 0 0 0 1 1 0 1 11 3 2 14 9 0 0 0 0 0 0 0 0 0 0 0 0 1
ZT3D7_G176 0 6 9 9 2 142 0 231 180 4 0 4 4 3 12 181 74 1 397 118 245 162 0 2 2 1 1 3 1 43 191 70 265 353 297 2 3 0 34 0 9 14 60 67 81 421 316 492
ZT3D7_G177 46 101 88 125 35 12281 46 10406 16926 191 199 137 243 202 593 5891 2951 22 12362 9838 15832 12633 71 134 44 102 217 154 65 380 5237 3314 13820 12997 16420 70 95 140 1121 30 216 441 2055 2018 1678 9434 7297 5478
ZT3D7_G178 0 1 0 4 1 788 0 822 934 4 9 4 8 1 10 82 31 0 197 244 468 323 1 7 1 1 3 3 2 0 78 43 198 224 358 0 2 0 31 2 2 7 7 12 21 347 235 292
ZT3D7_G179 0 2 4 4 2 105 0 118 80 7 7 2 5 4 9 81 66 0 215 102 153 130 7 0 1 2 10 11 1 22 164 49 93 100 164 4 2 3 41 1 5 4 55 59 37 97 59 96
ZT3D7_G180 0 0 0 0 0 1 0 1 0 2 2 2 5 10 34 33 32 0 48 53 85 62 0 0 0 0 0 0 0 0 0 3 0 12 1 0 0 0 0 0 0 0 2 2 0 0 8 13
ZT3D7_G181 0 3 3 4 3 42 3 98 53 1 0 1 3 1 1 8 3 0 12 8 11 12 0 0 0 1 2 0 7 13 3 0 12 15 4 0 4 0 15 0 6 14 7 30 24 25 23 44
ZT3D7_G182 0 2 7 6 4 25 3 71 49 0 0 0 0 1 4 71 17 0 100 18 17 4 0 0 0 0 0 0 0 0 1 0 0 0 0 2 4 0 23 3 2 6 46 37 23 25 18 51
ZT3D7_G183 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 9 2 0 22 2 5 3 1 1 0 0 0 0 0 0 10 2 3 6 3 0 1 0 0 0 0 0 0 0 3 4 1 3
ZT3D7_G184 1 28 7 19 16 521 1 396 753 34 22 18 26 16 61 697 247 2 1281 428 841 585 8 16 6 9 27 16 12 74 605 250 745 797 910 11 10 14 113 7 39 56 232 218 188 789 618 789
ZT3D7_G185 8 14 16 17 18 2175 7 1794 2213 27 31 31 44 25 59 1149 456 0 2150 1509 2354 1898 13 22 10 30 23 17 10 59 660 390 2281 2234 2528 23 28 12 230 4 33 56 310 220 149 2564 1655 2303
ZT3D7_G186 0 0 0 1 1 21 0 25 46 1 3 2 4 1 9 26 16 0 64 18 44 52 0 2 2 0 1 0 0 1 42 10 45 55 53 2 2 0 3 0 1 1 9 6 3 45 44 48
ZT3D7_G187 2 37 15 42 14 580 9 381 619 77 50 31 55 37 265 286 350 3 227 404 623 550 12 8 7 20 22 19 14 33 145 85 560 534 819 30 15 9 184 5 88 137 120 218 189 777 621 592
ZT3D7_G188 0 0 1 1 0 97 0 96 163 1 6 2 3 2 5 51 34 2 120 173 136 148 0 1 3 0 3 0 0 12 34 36 74 86 103 1 7 0 13 0 10 1 14 9 17 145 142 179
ZT3D7_G189 4 27 22 35 14 291 1 266 293 22 12 15 22 9 45 293 192 3 374 278 289 336 8 1 3 9 35 18 11 34 246 97 260 394 335 16 7 2 132 1 82 106 169 148 209 447 263 323
ZT3D7_G190 0 0 0 0 1 21 0 21 45 1 0 4 0 1 0 8 5 0 13 37 41 38 0 2 0 1 1 2 0 2 18 6 30 36 56 0 0 0 2 0 0 1 4 3 0 32 32 44
ZT3D7_G191 0 8 3 13 3 539 1 420 566 7 14 12 19 10 29 376 169 0 747 834 841 839 0 7 2 3 17 1 1 54 265 56 587 668 707 3 4 8 108 2 20 19 121 102 177 499 467 490
ZT3D7_G192 11 2 2 1 7 846 1 954 1067 49 30 31 47 8 39 243 90 6 417 1975 1702 2560 1 23 5 7 13 6 8 17 112 45 1586 1071 2114 23 11 13 151 17 13 16 39 20 60 2316 1358 1070
ZT3D7_G193 8 9 11 15 7 2648 5 2314 2805 44 62 36 47 23 68 717 225 5 1784 2056 2569 2656 6 33 12 10 14 3 8 46 349 115 1575 1528 2235 12 37 24 254 1 22 42 136 125 188 3351 1949 2481
ZT3D7_G194 2 4 7 23 6 3673 2 2333 3956 13 11 6 23 86 83 2656 1554 2 3793 1315 1707 1311 0 7 0 4 33 1 7 193 1117 630 1161 960 2031 21 10 55 342 1 34 80 800 565 1564 1431 1999 2105
ZT3D7_G195 0 1 3 3 1 321 0 163 295 0 0 2 3 2 5 101 22 0 185 253 447 315 3 1 0 2 2 0 0 9 86 19 291 295 489 1 0 0 26 0 1 6 27 27 10 394 324 322
ZT3D7_G196 0 3 2 7 0 995 0 960 1043 2 0 2 4 3 6 167 36 1 429 1215 1218 1449 1 1 2 1 6 2 4 14 172 51 953 1075 1316 0 2 1 162 2 4 7 62 53 27 2659 1198 1236
ZT3D7_G197 0 1 1 4 1 313 0 277 260 2 3 0 2 6 12 278 55 0 578 903 646 727 0 0 0 0 5 2 0 2 59 12 126 141 94 0 1 0 29 0 3 4 25 5 23 358 122 170
ZT3D7_G198 0 1 1 24 2 1068 0 684 995 5 0 1 2 3 8 237 48 0 1225 740 1266 1267 1 2 0 0 8 1 0 22 334 15 387 582 598 1 0 8 84 0 3 19 13 52 372 532 423 909
ZT3D7_G199 1 7 5 23 7 880 5 719 1012 13 17 10 7 22 42 407 205 1 742 472 683 635 5 14 3 4 23 8 9 50 344 209 744 551 914 8 13 10 84 4 8 23 118 96 113 837 567 537
ZT3D7_G200 0 58 44 75 44 362 2 380 451 32 39 13 45 71 257 290 272 1 317 226 277 244 5 0 7 28 60 73 35 127 322 212 249 467 385 20 16 3 316 10 115 147 478 535 545 277 254 330
ZT3D7_G201 17 18 9 21 14 2236 5 1111 1789 120 56 98 70 41 82 571 228 4 935 1114 1664 1214 15 59 21 25 28 23 6 66 402 142 824 1273 1428 63 85 79 249 5 51 95 121 187 277 2673 1754 2246
ZT3D7_G202 0 0 0 1 0 67 0 54 38 4 2 0 4 1 8 36 12 1 36 39 44 44 0 3 0 3 1 0 0 2 8 2 32 46 51 0 0 0 5 0 0 3 5 4 4 46 31 53
ZT3D7_G203 0 1 9 15 4 231 0 233 236 9 3 6 6 6 26 128 79 1 218 171 283 253 2 10 0 2 10 3 3 33 137 37 293 261 420 6 8 2 52 0 15 27 58 61 46 327 192 404
ZT3D7_G204 47 18 26 10 8 2261 33 2905 1842 135 173 121 165 40 159 731 345 20 1389 3422 2630 3455 19 83 46 27 44 17 24 71 353 144 1999 1762 1944 85 61 59 454 28 71 92 110 119 140 6910 2530 2596
ZT3D7_G205 2 8 9 10 5 181 1 172 133 6 10 9 6 1 26 55 46 0 164 174 298 273 4 5 0 2 4 2 1 2 99 43 207 196 257 6 14 6 49 0 20 16 49 47 53 304 171 341
ZT3D7_G206 0 2 0 1 0 7 0 9 14 0 0 1 2 0 0 8 2 0 4 10 10 13 0 0 0 0 0 0 0 0 0 4 6 7 15 0 0 0 0 0 0 0 0 0 0 13 9 9
ZT3D7_G207 0 0 2 5 0 30 0 27 15 1 0 1 0 0 7 161 26 0 262 47 90 49 0 0 0 0 1 0 0 4 71 8 58 55 56 0 1 3 3 0 1 7 5 5 8 55 51 138
ZT3D7_G208 0 4 2 17 2 182 0 211 184 19 6 13 17 7 31 572 150 0 1081 362 606 575 6 10 3 10 6 3 2 18 291 89 442 440 572 7 6 8 47 0 7 9 66 49 74 506 396 725
ZT3D7_G209 6 28 8 10 7 704 5 679 768 67 34 30 40 13 73 115 135 5 229 542 823 722 6 39 11 11 28 12 13 45 246 91 906 1162 1235 22 41 26 159 16 51 67 110 143 156 1548 880 1212
ZT3D7_G210 52 86 75 83 27 13185 42 9334 15400 166 206 139 264 220 460 4887 3657 15 10331 8710 14068 10914 44 135 57 96 172 124 58 563 6016 3519 19154 11373 24382 94 125 91 1736 27 262 480 2672 2338 2157 17425 9937 8056
ZT3D7_G211 113 43 64 40 33 29517 66 31603 30972 343 262 300 379 77 316 925 496 64 1157 7159 7887 8505 102 563 172 164 215 123 88 268 1090 308 13370 24018 20661 231 304 316 2660 109 255 329 165 160 202 43688 25699 31266
ZT3D7_G212 0 0 0 1 0 428 0 435 558 3 1 2 4 0 7 23 11 0 82 146 226 140 0 1 4 0 0 1 3 0 47 0 434 772 568 1 3 2 50 0 0 2 3 5 0 711 676 1135
ZT3D7_G213 0 0 0 1 0 19 0 33 26 2 11 3 3 2 5 32 20 2 101 19 26 26 0 0 0 1 3 1 0 3 72 9 30 31 35 0 0 0 11 2 0 6 28 20 15 55 16 27
ZT3D7_G214 0 0 0 2 0 128 0 86 134 7 6 4 7 3 6 91 24 0 104 198 191 193 0 1 1 4 1 0 1 0 11 0 51 69 50 0 1 5 17 0 2 3 9 1 14 286 180 146
ZT3D7_G215 1 1 4 6 3 216 2 195 238 5 3 0 0 9 18 221 95 1 454 98 144 105 2 1 4 3 7 1 1 7 146 56 205 239 247 2 3 0 44 0 13 5 53 34 40 447 299 369
ZT3D7_G216 0 1 0 0 1 22 0 33 63 5 2 0 1 2 6 73 30 0 89 18 56 49 2 0 0 2 2 0 3 2 39 30 43 48 30 6 1 1 4 0 2 7 7 8 2 28 16 43
ZT3D7_G217 0 0 0 1 0 4 0 2 6 0 0 0 0 0 1 1 0 0 8 6 9 6 1 0 0 0 0 0 0 0 5 6 11 6 5 0 0 0 1 0 0 0 1 0 1 7 0 6
ZT3D7_G218 0 2 2 1 0 18 0 13 20 1 1 0 0 1 1 46 21 0 49 13 28 8 3 0 0 0 0 0 0 1 8 2 15 58 16 0 0 3 2 0 0 0 2 0 2 14 17 37
ZT3D7_G219 0 1 1 3 1 39 0 31 51 1 0 1 0 2 1 72 28 0 90 26 48 22 0 2 1 0 2 3 1 0 32 29 46 36 64 0 1 0 3 0 2 4 5 15 23 41 38 51
ZT3D7_G220 2 7 4 7 4 536 5 398 604 12 3 5 8 5 19 97 50 0 176 202 332 316 5 11 4 5 9 8 5 14 117 77 484 404 651 1 5 5 39 6 8 7 33 49 48 465 376 366
ZT3D7_G221 0 0 1 1 1 77 0 57 106 1 2 4 2 3 5 81 26 0 115 61 108 70 1 2 0 0 2 1 0 11 45 13 87 74 104 2 1 0 5 1 2 2 9 11 12 78 67 81
ZT3D7_G222 1 2 0 2 0 632 0 428 598 3 0 0 8 4 11 66 37 0 175 609 599 469 0 0 1 3 3 2 1 9 87 16 457 689 521 0 1 0 33 0 3 2 14 27 46 444 630 902
ZT3D7_G223 1 7 4 10 0 555 1 401 659 9 3 2 10 5 21 312 140 0 551 388 864 530 0 4 4 3 10 7 1 22 232 173 543 648 786 8 5 7 82 2 12 17 73 67 51 906 836 781
ZT3D7_G224 3 10 8 9 6 272 0 320 448 13 9 10 11 9 49 205 120 2 285 344 346 312 3 5 4 5 10 10 4 32 252 97 333 421 541 2 5 10 77 3 18 31 79 62 63 596 397 631
ZT3D7_G225 0 1 0 0 0 20 0 8 15 0 1 0 1 0 0 3 1 0 6 20 12 16 0 0 0 0 0 0 1 0 2 7 10 3 28 0 0 0 2 0 0 0 0 2 0 17 12 9
ZT3D7_G226 0 0 0 0 0 17 0 30 29 0 0 2 0 0 0 0 0 0 1 9 15 14 0 0 0 0 0 0 0 0 0 0 24 9 22 0 0 0 1 0 0 0 0 0 0 17 8 21
ZT3D7_G227 15 8 11 31 9 1465 2 1517 1555 15 19 4 14 17 38 692 210 0 1660 3090 2852 3182 5 20 5 6 22 15 5 40 438 207 1349 2280 1839 5 11 18 249 2 31 45 157 130 183 3566 2661 3303
ZT3D7_G228 5 7 4 10 4 2614 4 2150 2965 12 26 8 20 9 24 255 65 2 726 1551 1367 1616 2 7 2 1 13 1 2 13 204 40 1203 1170 1868 6 14 18 182 2 14 15 81 78 180 2458 2364 2455
ZT3D7_G229 2 0 8 15 3 20 0 31 32 2 3 1 12 54 78 435 877 0 329 42 32 36 1 2 0 2 44 4 3 139 489 225 27 44 26 0 0 0 263 2 20 65 392 366 776 42 25 40
ZT3D7_G230 2 1 6 4 2 595 2 457 715 5 9 8 1 9 14 58 48 1 115 347 630 546 0 4 2 1 9 6 5 24 127 72 804 643 1221 3 5 3 85 0 14 15 49 77 51 863 540 610
ZT3D7_G231 0 0 0 0 0 24 0 24 10 0 0 0 0 1 0 1 0 0 0 8 19 7 0 0 0 0 2 0 0 0 7 1 11 31 27 0 0 0 5 0 0 1 2 3 1 38 14 19
ZT3D7_G232 0 0 0 0 0 13 0 13 21 0 0 1 1 0 1 10 7 1 22 10 19 15 0 0 0 0 0 0 0 0 12 20 20 11 18 1 0 0 6 0 0 3 3 9 15 49 20 43
ZT3D7_G233 0 2 4 4 3 60 0 52 58 0 1 0 1 1 8 137 37 0 200 61 86 68 0 2 0 0 4 0 0 12 52 34 49 42 45 1 1 1 14 0 5 7 29 19 25 61 47 86
ZT3D7_G234 3 2 5 6 2 1061 0 722 1436 4 1 3 1 4 11 354 135 1 869 1110 1486 1145 1 3 1 4 3 5 3 9 245 104 1499 1513 1953 3 2 10 74 2 5 16 79 71 43 1193 1353 1177
ZT3D7_G235 0 3 2 8 2 261 0 234 390 4 0 2 3 4 20 80 64 0 190 151 219 180 2 2 0 1 5 1 4 16 111 44 345 265 463 1 0 5 24 0 3 6 33 39 21 195 271 239
ZT3D7_G236 0 25 21 53 25 9457 6 8945 8893 22 39 26 26 30 113 1516 445 4 4114 6516 7618 7735 11 29 9 14 53 37 32 114 788 274 6782 8028 9480 22 45 68 874 10 66 90 336 326 459 12637 8252 12928
ZT3D7_G237 0 9 1 11 3 443 7 345 460 9 6 5 5 14 15 305 104 0 553 650 1042 791 3 2 7 1 9 9 2 21 237 84 594 674 770 3 7 5 70 0 25 29 78 81 81 636 594 956
