"","3D1-1-7d_R1","3D1-8-12d_R1","3D1-7-14d_R1","3D1-9-14d_R1","3D1-10-14d_R1","3D1-1-28d_R1","3D1-2-7d_R1","3D1-4-28d_R1","3D1-5-28d_R1","3D7-2-7d_R1","3D7-8-7d_R1","3D7-10-7d_R1","3D7-2-12d_R1","3D7-3-12d_R1","3D7-6-12d_R1","3D7-4-14d_R1","3D7-5-14d_R1","3D1-3-7d_R1","3D7-10-14d_R1","3D7-1-28d_R1","3D7-5-28d_R1","3D7-10-28d_R1","3D1-2-12d_R1","3D1-5-12d_R1"
"ZT3D7_G44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,86,21,31,26,0,0
"ZT3D7_G45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G46",1,0,0,0,0,4,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G47",8,32,23,15,20,770,3,692,1046,44,48,17,56,19,129,173,242,14,248,1264,1995,1750,27,8
"ZT3D7_G48",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G49",0,0,0,0,0,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ZT3D7_G50",0,0,0,0,1,7,0,1,1,0,0,0,0,0,1,14,6,0,23,4,4,8,0,0
"ZT3D7_G51",0,0,0,1,0,6,0,7,1,1,0,0,1,0,0,1,1,0,1,1,1,4,0,0
"ZT3D7_G52",0,2,2,10,1,524,0,546,687,12,18,10,14,6,30,518,174,0,879,454,558,539,5,1
"ZT3D7_G53",7,5,1,5,0,1231,0,2039,893,7,0,7,0,3,4,62,26,0,231,901,682,744,0,4
"ZT3D7_G54",0,5,0,5,5,8,0,12,10,3,0,0,1,3,20,1,9,0,7,4,0,5,0,0
"ZT3D7_G55",0,21,9,11,14,16,0,17,4,13,6,0,4,2,41,6,14,1,13,5,10,8,5,0
"ZT3D7_G56",0,5,2,6,3,261,2,251,235,3,6,0,3,6,10,41,20,3,133,102,207,149,5,0
"ZT3D7_G57",0,1,0,1,0,86,0,62,76,4,5,1,9,1,4,37,22,0,64,155,191,167,0,2
"ZT3D7_G58",0,0,2,1,0,96,0,74,63,0,0,0,1,0,4,65,28,0,108,19,51,32,0,0
"ZT3D7_G59",0,0,0,1,1,110,0,99,127,0,3,0,4,3,2,154,20,0,229,74,156,80,0,0
"ZT3D7_G60",5,5,7,14,6,2062,1,1786,2320,9,16,5,11,3,26,271,135,0,565,1222,1629,1347,3,4
"ZT3D7_G61",0,0,1,2,2,284,0,205,278,3,0,0,2,0,1,8,6,0,36,75,150,81,0,0
"ZT3D7_G62",0,0,0,4,0,49,0,40,84,1,0,0,0,1,2,25,20,0,77,35,74,34,0,0
"ZT3D7_G63",0,9,7,10,5,264,1,310,368,26,10,15,26,3,48,361,232,0,463,203,299,358,2,1
"ZT3D7_G64",2,3,9,11,5,235,1,241,279,15,7,11,20,10,27,293,200,2,465,209,206,238,9,3
"ZT3D7_G65",0,0,1,0,0,0,0,0,1,2,0,0,0,0,2,3,0,0,3,0,0,0,0,0
"ZT3D7_G66",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G67",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ZT3D7_G69",0,0,0,3,0,114,0,100,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G70",0,0,0,0,0,8,0,4,4,0,0,0,0,0,0,3,0,0,7,2,8,7,0,0
"ZT3D7_G71",16,154,72,230,74,866,17,879,806,160,102,122,222,71,456,564,215,32,909,1164,1758,1353,85,28
"ZT3D7_G72",2,1,3,0,1,103,0,82,109,0,1,0,0,0,1,7,6,0,20,11,30,16,4,0
"ZT3D7_G73",0,0,0,1,1,10,0,9,21,0,2,1,1,1,2,52,43,0,81,13,34,15,0,0
"ZT3D7_G74",5,5,9,9,4,2801,13,3247,3646,43,60,46,48,22,57,499,145,11,1613,2115,2968,2827,12,5
"ZT3D7_G75",0,0,0,4,1,28,1,32,25,1,0,0,1,1,1,20,11,0,19,13,29,25,1,0
"ZT3D7_G76",47,20,17,16,9,1252,28,1827,1154,176,218,124,265,26,136,191,155,31,143,565,814,567,41,28
"ZT3D7_G77",0,2,0,2,0,31,0,44,38,0,2,0,1,2,4,12,8,0,23,16,15,20,4,0
"ZT3D7_G78",0,1,0,2,0,50,0,22,12,16,25,21,16,2,9,29,24,1,34,107,169,140,0,2
"ZT3D7_G79",0,1,1,2,1,25,1,93,34,1,5,4,1,4,3,66,31,0,99,30,29,43,1,1
"ZT3D7_G80",0,0,0,0,1,4,0,5,5,1,0,0,2,0,0,5,1,0,4,5,6,0,0,0
"ZT3D7_G81",0,2,2,3,1,144,0,102,151,3,1,2,5,2,8,95,51,1,200,100,114,122,2,0
"ZT3D7_G82",3,4,2,3,0,215,2,170,226,3,0,1,8,3,7,53,19,2,95,224,289,211,1,5
"ZT3D7_G83",345,144,102,109,41,117030,222,145927,136916,248,436,461,401,189,487,12118,2311,99,43421,75725,97790,100451,240,277
"ZT3D7_G84",0,1,1,0,0,74,0,40,54,1,0,0,2,0,0,8,1,0,9,17,38,40,0,1
"ZT3D7_G85",0,0,2,0,0,90,0,60,84,6,3,2,8,11,19,88,56,0,159,107,134,138,0,2
"ZT3D7_G86",0,0,0,0,0,0,0,0,0,2,0,2,1,2,9,1,6,0,9,8,11,7,0,0
"ZT3D7_G87",0,0,0,0,2,9,0,12,10,0,0,0,0,0,0,5,0,2,23,4,12,12,0,0
"ZT3D7_G88",0,1,0,1,0,15,0,7,13,0,0,1,0,0,0,3,3,0,4,9,13,6,0,0
"ZT3D7_G89",0,6,2,6,3,567,0,493,593,5,1,3,5,10,43,122,104,0,465,366,648,495,1,2
"ZT3D7_G90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0
"ZT3D7_G91",2,0,1,0,0,3,0,6,5,1,0,0,1,0,0,0,0,0,4,1,3,4,0,0
"ZT3D7_G92",0,1,1,0,1,0,0,2,7,6,0,1,5,5,13,79,67,0,183,22,60,41,0,0
"ZT3D7_G93",0,1,1,2,0,36,0,30,37,2,5,1,2,1,4,66,44,0,117,12,48,26,0,0
"ZT3D7_G94",1,1,0,2,3,41,0,50,47,2,0,0,0,2,5,65,26,1,81,31,61,36,1,1
"ZT3D7_G95",0,0,1,2,0,99,0,79,87,4,0,2,1,2,1,61,25,0,134,95,173,122,2,0
"ZT3D7_G96",0,10,18,28,7,544,3,523,580,12,4,9,8,25,56,305,174,4,490,273,437,361,10,3
"ZT3D7_G97",0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,6,1,2,4,0,0
"ZT3D7_G98",0,1,0,0,0,15,0,17,14,0,0,0,2,0,5,0,0,0,2,1,4,6,0,0
"ZT3D7_G99",0,0,0,0,0,15,0,18,15,0,0,0,0,0,0,10,2,0,6,13,18,14,0,0
"ZT3D7_G100",0,0,0,2,1,102,0,92,128,0,1,1,0,0,4,30,11,0,43,48,64,59,0,0
"ZT3D7_G101",0,2,1,3,0,43,0,32,79,1,0,0,0,0,3,21,10,0,30,29,36,34,3,0
"ZT3D7_G102",0,0,1,0,0,15,4,2,22,2,4,0,1,0,1,114,33,0,250,28,55,35,0,0
"ZT3D7_G103",2,7,5,11,4,349,2,378,519,7,10,9,15,15,28,659,288,1,888,483,565,579,3,0
"ZT3D7_G104",2,5,1,3,2,166,0,176,206,8,4,0,4,6,17,90,32,0,185,193,284,331,1,0
"ZT3D7_G105",0,0,0,0,1,33,0,55,58,3,1,2,4,4,4,127,73,0,167,194,191,202,1,0
"ZT3D7_G106",0,7,1,8,1,638,2,314,560,12,10,6,5,8,27,157,79,2,684,553,936,723,0,0
"ZT3D7_G107",0,0,1,2,0,9,0,0,9,11,13,17,10,14,44,283,105,0,631,231,396,308,0,0
"ZT3D7_G108",0,4,1,3,2,152,0,205,159,7,0,7,7,2,17,26,12,0,39,86,179,142,1,0
"ZT3D7_G109",0,0,2,3,3,27,0,21,22,18,6,9,26,6,21,91,33,0,159,131,197,151,0,0
"ZT3D7_G110",2,15,5,10,8,830,2,729,913,13,13,13,23,24,45,391,205,1,882,789,1352,1034,3,2
"ZT3D7_G111",101,186,91,193,61,63276,65,52484,65244,193,326,324,351,253,790,9512,2830,20,33005,60397,76471,73929,84,47
"ZT3D7_G112",64,105,57,79,33,15178,56,10562,18181,122,168,108,202,207,422,6152,3019,14,11136,9975,17795,13199,65,19
"ZT3D7_G113",0,50,27,56,28,39,6,11,32,1,3,1,1,5,31,44,15,1,128,42,109,76,22,1
"ZT3D7_G114",5,7,2,6,4,185,2,284,255,16,27,7,8,5,8,150,58,0,434,208,401,249,3,0
"ZT3D7_G115",1,21,20,27,17,859,2,714,782,20,11,10,14,29,83,346,228,6,1153,569,1114,838,6,4
"ZT3D7_G116",0,0,0,0,0,34,1,27,32,1,2,0,0,0,0,4,0,0,1,59,48,48,0,0
"ZT3D7_G117",0,0,0,1,0,38,0,47,10,0,0,0,0,2,0,37,15,0,51,95,107,85,1,0
"ZT3D7_G118",0,0,0,0,0,20,0,25,9,1,2,0,1,1,3,112,48,0,246,56,163,82,0,0
"ZT3D7_G119",0,4,2,1,3,472,1,503,561,0,3,1,2,2,10,98,29,0,227,486,681,538,0,0
"ZT3D7_G120",12,26,24,25,20,20647,14,22102,21118,65,100,104,108,77,196,2278,741,4,6695,26475,25311,30264,22,9
"ZT3D7_G121",4,17,8,22,5,1370,2,1678,1902,16,37,26,52,24,79,904,300,2,1688,969,1944,1559,9,1
"ZT3D7_G122",0,0,0,0,0,13,0,13,15,1,1,0,0,0,4,19,11,0,57,23,33,24,0,0
"ZT3D7_G123",2,2,0,8,2,277,0,182,329,8,2,6,8,2,31,85,39,2,189,271,363,278,2,0
"ZT3D7_G124",0,0,1,4,0,342,0,213,287,0,1,0,2,1,3,60,18,0,111,137,207,138,1,0
"ZT3D7_G125",12,47,38,52,19,12476,21,9639,12943,40,51,63,53,82,186,3539,1568,6,7890,9418,11339,9437,37,17
"ZT3D7_G126",0,3,0,1,0,20,0,30,38,0,0,0,4,2,1,17,9,0,52,30,25,17,0,1
"ZT3D7_G127",0,0,0,0,1,32,0,23,39,0,0,0,0,0,3,9,4,0,23,15,27,10,0,0
"ZT3D7_G128",5,22,7,8,4,1073,1,1105,1042,5,9,10,14,12,54,341,121,0,1122,1027,1533,1138,0,4
"ZT3D7_G129",1,5,3,10,0,130,0,168,195,8,8,3,10,8,18,178,94,2,265,114,172,151,5,1
"ZT3D7_G130",0,2,2,4,0,126,0,85,166,9,2,1,6,3,7,108,33,0,151,77,144,73,4,1
"ZT3D7_G131",0,0,2,1,0,6,0,10,22,0,2,0,0,1,0,6,6,1,26,4,8,13,0,0
"ZT3D7_G132",7,121,64,103,63,7,19,12,4,61,37,16,83,53,248,121,393,10,109,0,9,5,40,16
"ZT3D7_G133",0,22,6,18,12,301,3,453,307,30,12,22,29,11,56,90,107,1,108,222,344,282,5,3
"ZT3D7_G134",0,0,1,0,0,2,0,0,3,0,1,0,3,1,1,7,4,0,16,3,11,5,0,2
"ZT3D7_G135",0,0,0,0,0,27,0,24,22,0,1,0,0,1,1,5,1,0,4,26,29,19,0,0
"ZT3D7_G136",0,16,8,24,7,766,1,771,838,14,16,16,11,11,42,269,112,1,1023,856,1277,975,5,1
"ZT3D7_G137",0,3,3,5,3,572,0,254,566,4,4,8,9,10,28,264,130,0,971,514,927,617,0,0
"ZT3D7_G138",34,19,14,5,9,3257,29,3821,3388,120,134,109,159,36,147,738,271,20,1943,3199,4050,4157,38,17
"ZT3D7_G139",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,32,22,28,0,0
"ZT3D7_G140",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,26,7,0,58,79,64,61,0,0
"ZT3D7_G141",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,17,2,0,48,19,55,30,0,0
"ZT3D7_G142",0,0,0,0,0,4,0,11,3,0,0,0,0,0,0,13,1,0,22,27,68,39,0,0
"ZT3D7_G143",2,3,7,11,4,497,3,366,536,5,12,11,17,8,33,360,110,0,731,448,674,487,4,3
"ZT3D7_G144",4,0,0,5,1,155,12,205,200,8,15,20,4,9,5,139,73,6,206,41,116,89,4,6
"ZT3D7_G145",18,8,3,15,2,39,12,70,50,75,85,108,25,11,63,141,75,10,172,64,173,122,17,4
"ZT3D7_G146",78,187,97,107,43,1699,93,1864,2692,154,219,146,335,128,547,465,822,51,1430,883,2463,1072,88,24
"ZT3D7_G147",1,4,4,10,4,1102,3,1122,1289,6,13,3,13,10,21,422,76,1,1129,1104,1556,1281,1,1
"ZT3D7_G148",4,8,13,18,11,1623,2,1559,1948,14,29,15,15,11,43,1032,276,1,1846,1205,1523,1359,7,10
"ZT3D7_G149",8,27,18,28,13,4219,8,2879,4269,23,29,16,32,28,111,760,333,3,2216,3713,4973,3817,15,6
"ZT3D7_G150",0,1,0,7,4,55,0,59,62,2,4,1,3,4,9,29,10,1,47,38,43,63,3,0
"ZT3D7_G151",2,3,2,6,5,47,2,21,19,6,2,0,10,7,21,214,115,0,323,27,63,30,0,0
"ZT3D7_G152",14,28,25,39,13,2612,11,1882,2638,82,61,55,95,48,160,1799,1099,8,2239,1056,1865,1619,37,11
"ZT3D7_G153",4,54,39,67,40,47,1,34,76,32,16,10,31,35,136,91,107,7,82,82,87,60,28,6
"ZT3D7_G154",0,6,8,5,7,17,1,22,20,7,1,0,9,3,21,22,25,1,36,31,47,32,5,1
"ZT3D7_G155",0,0,1,0,0,13,0,8,17,2,1,0,1,0,0,19,6,0,19,15,17,23,0,0
"ZT3D7_G156",0,1,2,1,1,274,0,268,153,7,3,1,4,0,5,80,12,0,195,225,385,358,1,1
"ZT3D7_G157",11,17,18,14,7,4936,15,4080,5442,90,109,71,166,44,125,803,324,12,2417,7052,8134,7155,22,17
"ZT3D7_G158",0,1,1,3,1,2,0,7,14,1,0,0,0,3,2,11,4,0,17,7,9,5,1,0
"ZT3D7_G159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
"ZT3D7_G160",0,0,0,5,1,171,1,144,172,12,9,18,23,6,25,66,51,0,113,109,218,171,3,2
"ZT3D7_G161",3,81,29,125,18,1159,2,400,736,70,31,19,79,31,172,188,164,4,1382,1505,1756,1674,12,5
"ZT3D7_G162",0,14,3,18,12,224,0,198,272,3,7,2,8,11,43,135,78,0,256,341,426,370,11,3
"ZT3D7_G163",0,0,0,0,0,0,0,6,4,2,0,0,1,1,0,1,2,0,4,6,6,6,0,0
"ZT3D7_G164",1,11,9,19,7,2324,0,1772,2138,6,3,7,22,13,22,408,195,0,1213,1286,1861,1539,1,0
"ZT3D7_G165",6,5,11,15,4,1031,4,1140,1090,25,20,12,19,6,40,260,118,0,517,882,1015,1109,1,2
"ZT3D7_G166",2,8,11,20,10,1031,3,820,1420,22,15,16,11,8,27,710,266,1,1349,674,966,798,4,1
"ZT3D7_G167",0,2,5,13,3,467,4,441,553,7,12,12,12,4,19,133,70,1,223,374,456,411,4,5
"ZT3D7_G168",4,0,0,0,0,4,0,1,0,8,42,30,18,2,8,8,16,0,7,2,3,4,0,0
"ZT3D7_G169",108,33,60,29,22,5423,78,6240,7240,898,558,709,627,63,394,922,487,85,104,249,190,363,105,105
"ZT3D7_G170",2,3,1,12,3,222,2,215,159,26,17,7,11,3,29,61,22,3,115,76,146,113,2,1
"ZT3D7_G171",5,3,3,2,0,1344,3,1235,1311,6,4,11,7,4,13,187,58,1,545,1369,1376,1214,7,5
"ZT3D7_G172",29,33,45,38,28,2659,22,1727,2814,153,136,99,154,70,212,2950,1299,13,3997,1682,2766,2337,33,42
"ZT3D7_G173",50,90,107,105,50,17590,42,11419,19875,136,181,133,186,206,516,7309,3916,18,15701,11379,17732,12877,65,26
"ZT3D7_G174",5,4,1,8,1,697,4,574,857,13,16,21,23,13,30,244,109,1,432,755,833,756,5,6
"ZT3D7_G175",0,0,0,0,0,19,0,7,11,0,1,1,0,0,6,23,3,0,27,5,4,4,0,0
"ZT3D7_G176",0,6,9,9,2,142,0,231,180,4,0,4,4,3,12,181,74,1,397,118,245,162,1,0
"ZT3D7_G177",46,101,88,125,35,12281,46,10406,16926,191,199,137,243,202,593,5891,2951,22,12362,9838,15832,12633,65,30
"ZT3D7_G178",0,1,0,4,1,788,0,822,934,4,9,4,8,1,10,82,31,0,197,244,468,323,2,2
"ZT3D7_G179",0,2,4,4,2,105,0,118,80,7,7,2,5,4,9,81,66,0,215,102,153,130,1,1
"ZT3D7_G180",0,0,0,0,0,1,0,1,0,2,2,2,5,10,34,33,32,0,48,53,85,62,0,0
"ZT3D7_G181",0,3,3,4,3,42,3,98,53,1,0,1,3,1,1,8,3,0,12,8,11,12,7,0
"ZT3D7_G182",0,2,7,6,4,25,3,71,49,0,0,0,0,1,4,71,17,0,100,18,17,4,0,3
"ZT3D7_G183",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,2,0,22,2,5,3,0,0
"ZT3D7_G184",1,28,7,19,16,521,1,396,753,34,22,18,26,16,61,697,247,2,1281,428,841,585,12,7
"ZT3D7_G185",8,14,16,17,18,2175,7,1794,2213,27,31,31,44,25,59,1149,456,0,2150,1509,2354,1898,10,4
"ZT3D7_G186",0,0,0,1,1,21,0,25,46,1,3,2,4,1,9,26,16,0,64,18,44,52,0,0
"ZT3D7_G187",2,37,15,42,14,580,9,381,619,77,50,31,55,37,265,286,350,3,227,404,623,550,14,5
"ZT3D7_G188",0,0,1,1,0,97,0,96,163,1,6,2,3,2,5,51,34,2,120,173,136,148,0,0
"ZT3D7_G189",4,27,22,35,14,291,1,266,293,22,12,15,22,9,45,293,192,3,374,278,289,336,11,1
"ZT3D7_G190",0,0,0,0,1,21,0,21,45,1,0,4,0,1,0,8,5,0,13,37,41,38,0,0
"ZT3D7_G191",0,8,3,13,3,539,1,420,566,7,14,12,19,10,29,376,169,0,747,834,841,839,1,2
"ZT3D7_G192",11,2,2,1,7,846,1,954,1067,49,30,31,47,8,39,243,90,6,417,1975,1702,2560,8,17
"ZT3D7_G193",8,9,11,15,7,2648,5,2314,2805,44,62,36,47,23,68,717,225,5,1784,2056,2569,2656,8,1
"ZT3D7_G194",2,4,7,23,6,3673,2,2333,3956,13,11,6,23,86,83,2656,1554,2,3793,1315,1707,1311,7,1
"ZT3D7_G195",0,1,3,3,1,321,0,163,295,0,0,2,3,2,5,101,22,0,185,253,447,315,0,0
"ZT3D7_G196",0,3,2,7,0,995,0,960,1043,2,0,2,4,3,6,167,36,1,429,1215,1218,1449,4,2
"ZT3D7_G197",0,1,1,4,1,313,0,277,260,2,3,0,2,6,12,278,55,0,578,903,646,727,0,0
"ZT3D7_G198",0,1,1,24,2,1068,0,684,995,5,0,1,2,3,8,237,48,0,1225,740,1266,1267,0,0
"ZT3D7_G199",1,7,5,23,7,880,5,719,1012,13,17,10,7,22,42,407,205,1,742,472,683,635,9,4
"ZT3D7_G200",0,58,44,75,44,362,2,380,451,32,39,13,45,71,257,290,272,1,317,226,277,244,35,10
"ZT3D7_G201",17,18,9,21,14,2236,5,1111,1789,120,56,98,70,41,82,571,228,4,935,1114,1664,1214,6,5
"ZT3D7_G202",0,0,0,1,0,67,0,54,38,4,2,0,4,1,8,36,12,1,36,39,44,44,0,0
"ZT3D7_G203",0,1,9,15,4,231,0,233,236,9,3,6,6,6,26,128,79,1,218,171,283,253,3,0
"ZT3D7_G204",47,18,26,10,8,2261,33,2905,1842,135,173,121,165,40,159,731,345,20,1389,3422,2630,3455,24,28
"ZT3D7_G205",2,8,9,10,5,181,1,172,133,6,10,9,6,1,26,55,46,0,164,174,298,273,1,0
"ZT3D7_G206",0,2,0,1,0,7,0,9,14,0,0,1,2,0,0,8,2,0,4,10,10,13,0,0
"ZT3D7_G207",0,0,2,5,0,30,0,27,15,1,0,1,0,0,7,161,26,0,262,47,90,49,0,0
"ZT3D7_G208",0,4,2,17,2,182,0,211,184,19,6,13,17,7,31,572,150,0,1081,362,606,575,2,0
"ZT3D7_G209",6,28,8,10,7,704,5,679,768,67,34,30,40,13,73,115,135,5,229,542,823,722,13,16
"ZT3D7_G210",52,86,75,83,27,13185,42,9334,15400,166,206,139,264,220,460,4887,3657,15,10331,8710,14068,10914,58,27
"ZT3D7_G211",113,43,64,40,33,29517,66,31603,30972,343,262,300,379,77,316,925,496,64,1157,7159,7887,8505,88,109
"ZT3D7_G212",0,0,0,1,0,428,0,435,558,3,1,2,4,0,7,23,11,0,82,146,226,140,3,0
"ZT3D7_G213",0,0,0,1,0,19,0,33,26,2,11,3,3,2,5,32,20,2,101,19,26,26,0,2
"ZT3D7_G214",0,0,0,2,0,128,0,86,134,7,6,4,7,3,6,91,24,0,104,198,191,193,1,0
"ZT3D7_G215",1,1,4,6,3,216,2,195,238,5,3,0,0,9,18,221,95,1,454,98,144,105,1,0
"ZT3D7_G216",0,1,0,0,1,22,0,33,63,5,2,0,1,2,6,73,30,0,89,18,56,49,3,0
"ZT3D7_G217",0,0,0,1,0,4,0,2,6,0,0,0,0,0,1,1,0,0,8,6,9,6,0,0
"ZT3D7_G218",0,2,2,1,0,18,0,13,20,1,1,0,0,1,1,46,21,0,49,13,28,8,0,0
"ZT3D7_G219",0,1,1,3,1,39,0,31,51,1,0,1,0,2,1,72,28,0,90,26,48,22,1,0
"ZT3D7_G220",2,7,4,7,4,536,5,398,604,12,3,5,8,5,19,97,50,0,176,202,332,316,5,6
"ZT3D7_G221",0,0,1,1,1,77,0,57,106,1,2,4,2,3,5,81,26,0,115,61,108,70,0,1
"ZT3D7_G222",1,2,0,2,0,632,0,428,598,3,0,0,8,4,11,66,37,0,175,609,599,469,1,0
"ZT3D7_G223",1,7,4,10,0,555,1,401,659,9,3,2,10,5,21,312,140,0,551,388,864,530,1,2
"ZT3D7_G224",3,10,8,9,6,272,0,320,448,13,9,10,11,9,49,205,120,2,285,344,346,312,4,3
"ZT3D7_G225",0,1,0,0,0,20,0,8,15,0,1,0,1,0,0,3,1,0,6,20,12,16,1,0
"ZT3D7_G226",0,0,0,0,0,17,0,30,29,0,0,2,0,0,0,0,0,0,1,9,15,14,0,0
"ZT3D7_G227",15,8,11,31,9,1465,2,1517,1555,15,19,4,14,17,38,692,210,0,1660,3090,2852,3182,5,2
"ZT3D7_G228",5,7,4,10,4,2614,4,2150,2965,12,26,8,20,9,24,255,65,2,726,1551,1367,1616,2,2
"ZT3D7_G229",2,0,8,15,3,20,0,31,32,2,3,1,12,54,78,435,877,0,329,42,32,36,3,2
"ZT3D7_G230",2,1,6,4,2,595,2,457,715,5,9,8,1,9,14,58,48,1,115,347,630,546,5,0
"ZT3D7_G231",0,0,0,0,0,24,0,24,10,0,0,0,0,1,0,1,0,0,0,8,19,7,0,0
"ZT3D7_G232",0,0,0,0,0,13,0,13,21,0,0,1,1,0,1,10,7,1,22,10,19,15,0,0
"ZT3D7_G233",0,2,4,4,3,60,0,52,58,0,1,0,1,1,8,137,37,0,200,61,86,68,0,0
"ZT3D7_G234",3,2,5,6,2,1061,0,722,1436,4,1,3,1,4,11,354,135,1,869,1110,1486,1145,3,2
"ZT3D7_G235",0,3,2,8,2,261,0,234,390,4,0,2,3,4,20,80,64,0,190,151,219,180,4,0
"ZT3D7_G236",0,25,21,53,25,9457,6,8945,8893,22,39,26,26,30,113,1516,445,4,4114,6516,7618,7735,32,10
"ZT3D7_G237",0,9,1,11,3,443,7,345,460,9,6,5,5,14,15,305,104,0,553,650,1042,791,2,0
"ZT3D7_G238",6,24,18,26,18,1463,7,1285,1614,19,45,24,32,27,80,1319,467,2,2004,1214,1702,1316,13,5
"ZT3D7_G239",0,1,1,0,0,6,1,4,3,0,0,0,1,0,1,5,1,0,6,3,3,6,0,0
"ZT3D7_G240",0,0,0,1,0,8,0,37,14,0,1,0,1,0,0,0,3,0,20,29,22,18,0,0
"ZT3D7_G241",0,0,1,1,0,2,0,1,2,1,0,0,0,1,0,3,1,0,5,4,5,2,4,0
"ZT3D7_G242",0,2,0,0,0,0,0,9,6,0,1,0,0,1,1,13,17,0,30,9,12,18,0,0
"ZT3D7_G243",13,5,14,3,12,399,6,479,593,48,33,22,34,11,48,511,142,6,995,470,455,456,15,11
"ZT3D7_G244",61,23,24,10,13,3455,49,3923,3830,218,235,180,222,38,197,331,221,48,994,3238,3874,4678,58,52
"ZT3D7_G245",18,362,234,478,216,347,44,278,524,183,116,90,275,240,941,547,1039,39,833,291,454,205,217,43
"ZT3D7_G246",0,0,2,1,0,62,0,65,75,2,2,0,0,1,4,32,6,0,33,30,82,51,0,0
"ZT3D7_G247",0,0,0,1,0,17,0,17,14,0,0,0,0,1,1,6,0,0,16,7,16,14,1,0
"ZT3D7_G248",3,23,5,21,7,1376,4,1223,1377,35,29,41,34,24,84,546,232,1,1247,1016,1872,1402,1,3
"ZT3D7_G249",0,25,28,28,20,173,1,201,230,11,8,6,23,36,153,1019,414,1,1725,207,469,283,6,5
"ZT3D7_G250",0,6,1,8,0,161,0,210,246,7,7,4,4,3,14,157,63,2,285,171,343,235,1,2
"ZT3D7_G251",0,3,1,1,0,179,1,110,162,7,3,1,2,2,6,35,33,1,71,151,237,168,2,0
"ZT3D7_G252",37,6,11,38,7,4989,9,5331,5527,27,37,33,22,21,42,1206,161,8,3454,3219,4337,4561,6,6
"ZT3D7_G253",0,0,1,1,0,63,0,94,65,0,0,0,1,2,4,6,3,0,6,17,44,50,4,1
"ZT3D7_G254",0,0,2,7,0,47,1,94,91,0,2,3,3,3,3,70,42,0,163,24,78,52,1,0
"ZT3D7_G255",0,0,0,2,0,6,0,7,8,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0
"ZT3D7_G256",9,25,15,25,12,6109,3,4335,5333,27,18,29,42,26,87,674,261,4,2042,5485,8508,6610,10,3
"ZT3D7_G257",5,48,28,41,24,4388,14,3835,4947,76,92,55,95,70,168,2477,1072,8,4913,3764,5246,4354,12,15
"ZT3D7_G258",0,0,0,0,0,3,0,7,11,0,1,0,2,0,0,7,7,0,4,9,10,18,0,0
"ZT3D7_G259",0,0,2,0,0,293,0,303,398,1,3,0,0,1,5,59,24,1,217,309,501,392,0,0
"ZT3D7_G260",3,6,18,28,10,2026,8,1871,2072,24,29,31,32,23,61,950,305,3,1877,1645,1899,1831,9,4
"ZT3D7_G261",0,0,0,5,1,163,0,125,251,4,3,1,0,9,14,115,57,1,150,84,122,80,3,5
"ZT3D7_G262",22,144,108,157,84,7588,22,8167,7298,128,115,99,174,127,509,1803,1261,18,4556,4830,7351,6651,109,31
"ZT3D7_G263",0,0,0,2,3,273,2,282,287,0,3,6,8,0,11,83,22,1,202,153,319,254,2,0
"ZT3D7_G264",21,9,11,53,15,45,41,70,47,129,42,107,66,29,70,258,71,10,135,59,76,66,21,33
"ZT3D7_G265",0,3,1,4,1,117,0,74,185,3,0,0,1,2,12,13,8,0,31,57,101,68,1,0
"ZT3D7_G266",3,52,57,80,56,486,9,560,972,14,11,16,15,31,163,233,161,7,429,820,1103,859,31,8
"ZT3D7_G267",0,52,18,45,15,88,0,73,117,14,16,1,21,24,91,99,120,0,68,93,134,104,33,3
"ZT3D7_G268",4,14,14,34,13,898,1,838,1187,42,16,22,25,23,66,645,219,3,1108,1086,1327,1285,9,1
"ZT3D7_G269",0,3,1,5,3,192,0,166,188,4,6,5,8,2,15,131,59,1,293,210,383,285,1,0
