"","1A5-1-7d_R1","1A5-7-7d_R1","1A5-10-7d_R1","1A5-3-12d_R1","1A5-5-12d_R1","1A5-7-12d_R1","1A5-8-14d_R1","1A5-9-14d_R1","1A5-10-14d_R1","1A5-3-28d_R1","1A5-6-28d_R1","1A5-7-28d_R1","1E4-4-7d_R1","1E4-5-7d_R1","1E4-6-7d_R1","1E4-3-12d_R1","1E4-6-12d_R1","1E4-7-12d_R1","1E4-5-14d_R1","1E4-8-14d_R1","1E4-10-14d_R1","1E4-3-28d_R1","1E4-4-28d_R1","1E4-6-28d_R1"
"ZT3D7_G1625",3,2,3,0,4,1,6,83,24,234,240,346,3,2,3,28,2,4,28,16,24,345,243,369
"ZT3D7_G1626",1,21,7,12,13,10,42,284,91,1081,1163,1449,25,35,58,229,16,20,57,38,47,3305,1862,1968
"ZT3D7_G1627",0,8,3,3,10,3,28,149,122,406,448,410,0,0,1,29,6,11,51,29,26,225,174,216
"ZT3D7_G1628",0,3,1,5,4,2,15,91,35,202,186,356,2,7,2,44,18,14,57,39,37,527,399,559
"ZT3D7_G1629",4,0,0,3,14,12,35,288,156,503,503,649,3,10,8,68,20,28,98,110,103,544,349,523
"ZT3D7_G1630",0,3,0,1,3,5,11,84,3,357,451,448,1,1,0,17,5,2,19,17,18,252,283,360
"ZT3D7_G1631",2,0,0,1,2,0,23,107,32,384,430,529,0,4,6,61,10,8,36,36,20,613,560,681
"ZT3D7_G1632",5,14,2,4,21,12,51,536,324,699,623,788,17,11,9,128,28,58,252,224,224,906,642,622
"ZT3D7_G1633",3,3,2,13,13,13,23,293,170,1007,1028,1391,15,15,34,150,51,34,191,141,177,1864,948,1490
"ZT3D7_G1634",1,3,2,3,6,2,17,209,83,916,785,1205,5,10,10,85,11,9,59,45,72,973,1019,1103
"ZT3D7_G1635",3,118,22,8,18,7,15,45,26,118,132,188,59,107,91,114,29,73,31,28,82,1745,596,875
"ZT3D7_G1636",6,12,5,7,21,6,10,106,47,523,790,865,4,8,4,17,5,6,14,12,10,225,118,338
"ZT3D7_G1637",3,0,1,1,2,0,9,51,39,85,120,186,2,0,0,19,4,4,19,12,44,87,59,72
"ZT3D7_G1638",1,14,4,20,44,23,174,578,341,971,1144,1006,11,20,13,321,65,65,396,397,532,1180,754,1321
"ZT3D7_G1639",0,9,4,4,4,6,8,140,59,297,246,304,4,5,7,36,10,14,86,53,37,229,146,361
"ZT3D7_G1640",2,8,3,2,5,2,7,198,96,410,432,486,5,6,17,46,8,16,31,56,41,874,521,598
"ZT3D7_G1641",0,2,0,1,0,0,2,70,2,130,82,172,2,2,2,41,1,12,8,6,7,607,300,274
"ZT3D7_G1642",5,2,1,9,2,5,26,170,119,456,487,794,8,10,9,83,9,10,160,88,68,963,750,757
"ZT3D7_G1643",6,12,2,0,25,20,88,694,383,1524,1617,2071,11,10,33,197,30,61,319,263,242,1968,1729,1626
"ZT3D7_G1644",0,0,0,0,7,0,17,745,107,212,394,272,0,0,0,81,0,0,313,125,174,747,380,422
"ZT3D7_G1645",1,5,1,1,23,15,53,194,100,434,531,597,1,7,6,102,7,14,61,48,40,1360,1075,1559
"ZT3D7_G1646",3,20,13,10,33,6,47,1157,194,2545,3948,3719,20,41,21,961,49,78,251,249,201,14504,4717,7892
"ZT3D7_G1647",5,21,11,12,23,14,61,542,178,1807,2004,2645,5,25,13,239,21,51,167,166,213,3295,2499,2371
"ZT3D7_G1648",4,22,11,11,35,33,71,503,212,1368,1400,1839,20,20,33,221,48,48,208,201,248,2313,1744,2095
"ZT3D7_G1649",0,2,1,6,13,5,19,147,129,392,591,487,4,3,2,65,7,18,85,92,80,673,526,634
"ZT3D7_G1650",9,2,3,7,10,12,38,390,160,1810,1902,2558,7,15,3,136,13,16,56,66,56,1645,1170,1427
"ZT3D7_G1651",0,0,0,0,2,1,0,27,8,137,201,224,0,0,0,21,0,0,0,11,3,405,344,299
"ZT3D7_G1652",4,5,1,5,11,5,27,129,88,230,279,368,2,4,0,45,12,21,52,58,85,333,201,307
"ZT3D7_G1653",18,33,8,10,30,36,38,514,211,458,615,712,13,39,16,180,50,67,348,207,148,1458,1064,1046
"ZT3D7_G1654",6,6,0,2,16,8,29,266,86,518,531,680,3,10,21,81,29,33,124,119,96,956,743,857
"ZT3D7_G1655",4,9,5,6,18,15,35,351,141,1317,1117,1722,7,14,7,153,23,25,75,93,84,1655,1570,1692
"ZT3D7_G1656",5,3,4,12,70,32,315,482,184,211,285,187,11,8,13,284,86,161,348,453,868,777,552,1000
"ZT3D7_G1657",2,4,1,2,4,5,17,172,51,551,442,878,1,8,6,61,9,6,35,44,58,791,598,509
"ZT3D7_G1658",2,5,2,1,13,2,22,169,84,464,554,759,7,10,3,81,14,18,81,90,132,666,456,499
"ZT3D7_G1659",4,18,4,12,15,13,35,531,193,2247,2459,3112,23,22,31,285,26,40,142,111,116,3573,2853,3483
"ZT3D7_G1660",44,142,64,61,126,91,249,3684,1951,11709,12639,15959,69,113,126,1304,151,265,1679,1225,1172,16625,15195,12082
"ZT3D7_G1661",4,12,7,2,3,8,20,247,122,587,473,760,10,17,9,76,20,21,59,36,32,858,511,859
"ZT3D7_G1662",34,245,68,116,194,112,296,14212,3822,54448,63091,65472,164,245,349,5562,256,410,2480,1398,1115,92200,69858,64257
"ZT3D7_G1663",0,0,0,0,0,1,0,1,6,4,33,20,0,0,0,2,0,0,0,0,0,19,20,89
"ZT3D7_G1664",0,1,0,0,43,1,209,783,144,69,127,73,0,0,0,202,8,18,182,286,2703,40,40,59
"ZT3D7_G1665",1,0,1,10,18,18,59,368,114,494,597,737,0,2,2,253,84,86,297,420,379,698,752,834
"ZT3D7_G1666",0,13,11,2,1,1,8,14,7,27,25,38,14,28,28,28,15,24,37,17,40,347,125,172
"ZT3D7_G1667",667,275,344,3365,10375,8150,27832,41865,19982,599,1273,990,742,406,216,15913,6371,8916,20681,21201,53374,2888,2605,2747
"ZT3D7_G1668",0,48,20,10,14,8,38,276,106,8602,8152,13678,68,50,174,1065,44,70,80,83,172,17740,11115,14891
"ZT3D7_G1669",4,6,2,4,4,6,20,83,59,525,732,665,8,9,28,73,8,16,50,36,46,796,912,825
"ZT3D7_G1670",3,4,1,5,5,5,13,214,78,299,441,454,0,1,0,76,19,18,63,82,116,905,524,697
"ZT3D7_G1671",4,1,1,1,3,1,11,46,14,148,295,279,0,2,0,38,3,4,4,11,18,349,200,348
"ZT3D7_G1672",0,2,0,0,0,2,2,38,6,19,36,22,0,2,0,8,2,5,13,5,25,61,41,48
"ZT3D7_G1673",0,0,0,1,0,2,3,9,2,3,14,6,0,0,0,7,0,0,0,2,0,19,10,18
"ZT3D7_G1674",0,0,0,0,0,0,2,8,2,13,17,16,0,0,0,5,0,2,2,4,4,46,22,49
"ZT3D7_G1675",5,28,9,17,18,17,57,420,93,2755,3127,3305,17,13,15,104,12,20,47,44,42,1947,1198,1680
"ZT3D7_G1676",3,19,5,13,15,16,34,304,247,479,411,509,14,17,13,68,14,35,148,138,62,403,242,317
"ZT3D7_G1677",6,16,2,3,16,8,20,236,137,922,784,1409,7,8,24,144,13,36,129,169,82,1304,990,1056
"ZT3D7_G1678",4,4,4,6,19,13,19,133,29,76,119,109,21,16,7,145,26,82,158,253,324,484,213,259
"ZT3D7_G1679",0,10,1,3,13,3,21,221,126,932,987,1329,8,6,6,119,19,32,132,126,110,1306,1111,1001
"ZT3D7_G1680",3,0,2,4,10,11,31,332,65,911,974,1373,0,4,1,185,31,45,158,229,259,1803,1352,1859
"ZT3D7_G1681",3,2,2,11,19,6,13,186,113,577,476,752,6,6,15,71,8,17,69,75,75,866,627,688
"ZT3D7_G1682",16,4,1,68,233,185,262,327,220,170,422,350,8,7,3,541,239,335,752,495,775,811,515,843
"ZT3D7_G1683",5,5,1,2,9,2,10,426,121,1891,1763,2666,6,5,2,236,13,22,95,97,51,3129,2347,2033
"ZT3D7_G1684",0,2,3,6,10,8,23,266,93,304,309,314,12,8,13,65,14,35,149,136,107,371,248,497
"ZT3D7_G1685",10,38,6,7,13,8,32,215,65,1419,1455,1881,46,78,88,451,82,192,785,622,543,4560,3331,2861
"ZT3D7_G1686",24,61,33,40,102,87,272,2535,1398,8587,10929,10634,68,70,98,812,130,175,1138,1050,1115,10235,9342,8676
"ZT3D7_G1687",33,77,37,54,81,68,252,1852,1014,7580,8105,8924,83,88,127,915,124,194,1066,995,1115,10873,8394,7899
"ZT3D7_G1688",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"ZT3D7_G1689",3,4,1,0,1,1,34,71,171,1447,1410,3268,0,0,5,294,7,4,47,31,24,4153,2415,4713
"ZT3D7_G1690",3,0,1,4,2,4,7,50,30,258,269,656,0,3,1,40,6,4,29,19,19,410,445,819
"ZT3D7_G1691",5,16,6,6,13,3,24,250,86,743,651,1161,13,47,32,173,55,38,73,101,66,2111,967,1347
"ZT3D7_G1692",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,1
"ZT3D7_G1693",0,7,0,9,4,7,16,100,66,226,231,287,2,8,4,39,18,19,83,58,54,295,316,305
"ZT3D7_G1694",7,19,4,12,12,17,30,603,194,1256,947,1444,25,22,25,173,32,61,140,217,142,1233,1060,1144
"ZT3D7_G1695",0,1,0,1,7,8,15,100,42,157,158,155,1,1,4,24,8,12,28,35,30,204,111,181
"ZT3D7_G1696",6,3,2,9,32,28,72,371,162,582,719,1086,4,13,0,113,30,39,182,219,270,665,771,809
"ZT3D7_G1697",8,8,4,5,14,17,54,371,202,1186,1252,1592,5,9,23,133,19,34,130,172,126,1358,1210,1397
"ZT3D7_G1698",0,0,0,0,0,0,3,28,0,102,70,210,1,2,3,6,1,2,1,11,7,123,136,117
"ZT3D7_G1699",0,0,0,1,3,4,7,92,21,240,265,351,3,7,4,26,4,9,61,48,65,195,255,310
"ZT3D7_G1700",1,18,5,7,22,11,43,582,318,1869,1842,2539,13,25,16,202,41,32,151,130,128,2405,1754,2124
"ZT3D7_G1701",2,9,5,7,24,4,73,768,340,2950,2899,3745,6,8,10,240,32,36,252,173,236,3118,2560,2816
"ZT3D7_G1702",13,70,25,19,16,16,34,147,60,163,242,186,34,62,80,65,31,60,95,65,94,542,313,279
"ZT3D7_G1703",7,8,7,6,7,8,12,260,148,555,500,844,5,13,13,60,20,33,133,120,80,784,670,608
"ZT3D7_G1704",4,7,2,8,7,9,56,397,153,1807,1890,2395,7,7,6,155,17,44,93,110,144,1421,1676,1911
"ZT3D7_G1705",0,1,0,0,3,4,5,73,34,165,176,244,0,3,2,26,9,10,27,35,32,154,150,139
"ZT3D7_G1706",2,5,1,4,11,10,40,313,201,635,657,764,4,8,12,94,23,26,142,137,121,523,430,595
"ZT3D7_G1707",1,6,6,5,15,12,24,485,229,1705,1418,2272,11,13,21,156,27,48,141,178,101,2043,1482,1320
"ZT3D7_G1708",2,2,0,0,2,4,20,52,10,136,108,245,1,6,3,17,1,10,6,8,31,163,161,212
"ZT3D7_G1709",0,1,2,0,6,2,22,63,23,32,86,55,3,2,5,8,3,4,34,28,59,126,79,143
"ZT3D7_G1710",0,0,0,0,3,1,6,35,6,36,51,24,0,0,5,21,4,6,41,29,36,274,164,219
"ZT3D7_G1711",2,4,2,3,5,14,38,198,74,411,445,647,4,5,2,56,8,23,110,89,113,739,667,724
"ZT3D7_G1712",2,7,1,15,16,11,30,495,147,1820,1681,2686,9,6,21,180,28,42,131,130,130,2275,1988,2107
"ZT3D7_G1713",1,5,5,0,11,3,10,121,83,607,687,788,5,11,6,123,10,16,57,50,58,1821,924,1385
"ZT3D7_G1714",1,5,2,5,15,7,24,265,97,610,646,974,14,5,10,99,25,43,122,91,58,1261,868,1527
"ZT3D7_G1715",1,10,3,10,19,16,52,271,126,561,620,679,2,12,13,103,19,49,113,134,130,663,473,757
"ZT3D7_G1716",3,3,0,2,1,2,10,57,28,315,229,489,3,1,2,24,1,2,0,8,9,314,278,302
"ZT3D7_G1717",169,9,35,168,263,340,465,769,717,8,15,3,132,72,20,578,440,613,859,978,822,28,8,18
"ZT3D7_G1718",5,67,21,10,12,20,27,28,12,115,126,129,8,7,17,47,2,11,17,6,13,624,450,308
"ZT3D7_G1719",24,46,21,31,33,32,52,427,213,2028,2247,2155,35,57,56,357,68,115,194,224,200,3840,2141,3162
"ZT3D7_G1720",0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,3,2,3
"ZT3D7_G1721",0,0,0,0,3,1,9,33,19,41,74,73,0,0,3,20,2,5,50,28,16,115,82,150
"ZT3D7_G1722",0,0,0,0,2,0,1,15,0,54,15,59,0,0,1,10,0,0,3,4,4,84,71,93
"ZT3D7_G1723",0,2,3,2,1,6,8,104,54,381,220,495,2,4,1,41,5,3,35,21,26,551,291,407
"ZT3D7_G1724",0,0,2,0,0,3,0,200,36,151,159,163,4,2,7,72,1,13,110,24,22,1252,635,1042
"ZT3D7_G1725",3,20,7,13,19,13,46,262,153,443,476,503,16,19,9,87,25,49,133,110,113,686,467,751
"ZT3D7_G1726",2,0,3,1,6,9,16,156,59,265,340,382,5,4,8,55,6,15,68,61,78,509,496,525
"ZT3D7_G1727",0,5,1,2,1,3,4,120,22,371,370,528,0,9,5,33,4,6,45,18,17,552,481,597
"ZT3D7_G1728",0,11,5,2,3,8,16,94,16,160,171,234,3,2,10,34,14,18,29,36,19,276,115,217
"ZT3D7_G1729",5,1,0,0,0,2,2,31,24,37,68,44,1,1,0,8,7,3,9,17,13,66,41,66
"ZT3D7_G1730",0,2,0,0,1,0,2,25,2,180,281,219,0,0,0,8,0,1,3,1,1,129,95,172
"ZT3D7_G1731",0,3,0,1,0,1,5,21,0,360,351,424,0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G1732",6,32,5,7,22,12,61,1121,664,6012,5803,9026,8,9,14,449,23,23,1070,140,186,7448,6818,6471
"ZT3D7_G1733",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,3,2,3,4
"ZT3D7_G1734",0,22,6,6,24,2,16,192,75,2168,2132,3675,5,36,15,254,19,14,43,47,62,3682,2964,3693
"ZT3D7_G1735",0,0,3,2,5,5,13,108,45,414,459,489,10,15,8,40,11,13,41,18,21,449,289,635
"ZT3D7_G1736",10,33,6,9,28,26,63,332,157,1669,2163,2531,17,20,20,230,33,45,105,110,174,2839,2121,2329
"ZT3D7_G1737",4,4,4,10,17,21,35,367,165,1059,903,1527,8,5,10,120,17,28,135,124,135,1138,1095,884
"ZT3D7_G1738",10,32,13,18,59,56,206,1325,515,3545,4263,5045,13,32,57,516,91,104,513,458,473,4947,4194,4440
"ZT3D7_G1739",0,1,4,1,2,2,11,133,43,215,357,305,0,1,1,22,6,0,34,32,47,358,339,385
"ZT3D7_G1740",0,3,0,1,4,0,6,134,34,444,442,799,2,0,2,49,2,6,8,7,7,638,452,568
"ZT3D7_G1741",0,0,0,0,0,0,0,2,0,16,19,19,0,0,0,7,2,1,6,3,6,93,63,88
"ZT3D7_G1742",1,0,1,2,12,6,29,190,85,61,64,62,15,7,0,48,11,27,89,115,106,78,71,106
"ZT3D7_G1743",1,3,1,2,5,4,10,99,18,123,126,236,5,4,4,36,1,4,38,57,51,151,108,164
"ZT3D7_G1744",4,35,6,20,19,24,36,399,226,617,533,767,26,20,38,135,32,57,165,225,239,758,443,626
"ZT3D7_G1745",3,8,2,2,0,0,2,12,0,10,13,11,8,2,8,6,5,3,10,15,18,37,24,35
"ZT3D7_G1746",0,1,0,0,0,2,0,145,27,211,170,321,1,3,3,35,5,2,33,15,10,461,322,479
"ZT3D7_G1747",3,4,3,14,14,15,40,296,173,461,416,607,5,10,9,91,32,47,185,172,148,509,375,521
"ZT3D7_G1748",0,1,1,2,2,7,21,67,44,46,57,76,2,1,1,51,15,10,92,97,96,203,228,219
"ZT3D7_G1749",13,0,9,39,62,106,94,400,229,40,64,54,24,16,3,304,87,119,508,527,414,166,91,149
"ZT3D7_G1750",3,3,1,6,2,0,0,34,4,48,104,145,9,14,3,14,9,19,74,20,27,192,168,146
"ZT3D7_G1751",0,0,0,3,1,2,0,13,2,26,33,29,0,1,0,21,5,4,11,14,30,222,243,238
"ZT3D7_G1752",10,20,12,9,39,25,78,639,320,1655,1855,2155,9,22,18,227,31,41,241,227,186,2515,1867,1940
"ZT3D7_G1753",0,0,0,1,0,2,0,11,0,41,23,43,0,0,0,9,0,0,1,3,2,51,25,37
"ZT3D7_G1754",0,2,0,0,7,0,1,37,10,86,79,80,0,0,7,3,0,1,26,17,10,42,32,42
"ZT3D7_G1755",13,24,18,19,25,21,47,524,222,1493,1451,1843,35,64,43,137,39,66,117,167,95,1466,976,1892
"ZT3D7_G1756",90,245,98,189,318,211,629,8656,4614,27729,25523,31504,168,207,179,2085,372,754,3569,3122,2551,19964,13822,11583
"ZT3D7_G1757",0,2,0,1,12,0,39,122,16,125,172,193,0,0,0,37,16,47,96,121,345,262,278,462
"ZT3D7_G1758",2,6,5,4,12,10,107,285,96,650,672,1284,3,2,0,89,13,37,43,45,239,782,679,1022
"ZT3D7_G1759",3,8,2,9,13,6,12,345,160,2535,2833,3510,7,28,21,258,18,22,100,83,56,3608,2741,2912
"ZT3D7_G1760",1,20,6,8,10,11,37,430,291,987,1024,1297,11,6,12,111,17,24,175,156,131,994,873,871
"ZT3D7_G1761",2,20,4,5,6,6,27,206,140,1117,1132,1540,4,15,18,98,8,22,138,89,111,1451,1220,1179
"ZT3D7_G1762",1,4,3,3,5,5,14,189,63,49,58,77,2,4,4,58,7,21,128,98,93,382,263,417
"ZT3D7_G1763",3,24,16,15,29,13,69,757,362,3360,3401,5109,10,23,14,320,43,53,247,262,232,4126,3581,3650
"ZT3D7_G1764",9,13,4,6,38,10,61,838,303,3882,4607,5197,8,29,22,381,46,72,298,263,295,5137,4514,5575
"ZT3D7_G1765",0,0,0,0,0,0,6,20,4,61,100,64,0,0,2,7,4,2,8,6,3,65,22,62
"ZT3D7_G1766",14,38,7,25,68,57,102,1458,799,4136,4034,6246,25,20,47,442,72,115,755,467,442,5515,5574,4557
"ZT3D7_G1767",2,4,2,7,7,7,28,172,76,1045,1039,1458,4,10,8,114,19,18,90,77,102,1403,1554,1287
"ZT3D7_G1768",1,6,1,6,3,3,18,122,48,519,577,810,2,4,6,99,9,12,37,30,69,1150,943,1346
"ZT3D7_G1769",5,14,10,12,10,17,37,443,152,2614,2545,3431,29,32,16,257,17,22,88,78,82,4258,3050,3884
"ZT3D7_G1770",3,2,0,5,5,10,21,196,113,500,635,737,2,0,3,57,17,13,107,85,106,481,399,411
"ZT3D7_G1771",3,4,2,11,15,7,29,230,90,593,751,831,5,3,7,64,17,26,48,72,85,609,478,539
"ZT3D7_G1772",87,292,92,180,369,273,941,10238,4977,35901,40169,45931,180,220,380,3071,407,772,4583,3657,3386,36290,26263,27146
"ZT3D7_G1773",5,31,13,8,30,16,40,477,177,1269,1408,1553,24,26,39,197,31,57,168,137,127,2899,1833,1582
"ZT3D7_G1774",0,2,1,0,2,1,10,93,18,706,912,1396,7,4,6,119,7,4,18,9,18,1750,1284,1474
"ZT3D7_G1775",0,1,0,1,0,1,1,33,19,30,41,31,0,3,0,6,0,1,19,14,15,53,9,45
"ZT3D7_G1776",9,13,9,10,25,6,41,453,170,1834,1848,2668,15,18,26,228,23,55,109,129,129,3322,2293,2556
"ZT3D7_G1777",0,0,0,0,0,1,2,25,12,23,66,44,0,0,0,9,0,3,12,9,10,117,54,86
"ZT3D7_G1778",0,10,3,7,13,4,8,216,64,523,510,750,8,12,12,74,9,24,65,72,65,759,524,588
"ZT3D7_G1779",1,6,3,0,3,16,21,251,197,237,223,361,2,3,4,53,8,30,188,108,83,396,311,326
"ZT3D7_G1780",23,29,8,17,50,45,107,1107,485,3045,3348,4479,19,41,44,479,78,99,434,435,353,5791,4381,5246
"ZT3D7_G1781",19,98,31,33,44,40,199,818,226,2755,2266,3728,60,143,88,384,106,136,223,291,610,4421,2257,3513
"ZT3D7_G1782",0,1,0,1,5,3,0,18,8,81,51,121,0,1,0,17,3,3,20,10,14,89,38,51
"ZT3D7_G1783",9,47,20,11,16,10,7,69,33,1304,1293,1660,23,22,21,229,11,29,29,32,28,3591,1720,1358
"ZT3D7_G1784",7,70,22,11,59,32,252,666,90,1159,2283,1985,52,93,112,605,32,138,99,240,1044,7835,4615,6356
"ZT3D7_G1785",2,13,4,4,5,6,4,54,8,377,407,418,4,27,51,114,17,17,20,28,54,1491,755,971
"ZT3D7_G1786",21,102,27,45,148,62,340,1906,702,15929,16672,27052,112,104,169,3022,203,324,785,779,1140,44446,31669,30372
"ZT3D7_G1787",0,8,6,2,21,7,68,594,50,1071,1929,1376,5,6,7,168,21,15,69,75,251,2314,1243,2953
"ZT3D7_G1788",6,83,21,16,21,4,12,268,129,1481,1349,2103,43,32,34,176,24,25,64,63,70,2738,1174,1611
"ZT3D7_G1789",0,0,0,0,0,1,0,2,3,9,8,8,0,0,0,1,0,0,0,0,0,21,6,14
"ZT3D7_G1790",5,20,2,14,12,19,35,599,266,1572,1566,2121,20,15,16,134,36,53,239,188,158,1481,1261,1668
"ZT3D7_G1791",17,106,35,48,64,17,70,670,234,4275,4814,5605,51,43,60,789,52,73,171,168,171,12742,5624,6666
"ZT3D7_G1792",0,2,1,1,0,0,0,6,16,58,35,77,0,2,0,7,0,4,11,4,4,110,68,100
"ZT3D7_G1793",112,310,127,189,414,330,1118,15144,8717,47761,48595,58061,207,189,245,3279,632,996,7876,5467,4100,33589,32163,24511
"ZT3D7_G1794",0,8,9,1,13,17,58,383,143,1184,1336,1645,11,17,12,127,20,31,128,112,129,1442,1061,1242
"ZT3D7_G1795",2,1,0,5,1,10,12,73,55,17,37,37,3,0,3,23,9,28,49,67,65,47,34,58
"ZT3D7_G1796",2,0,0,1,2,0,3,13,9,31,55,69,3,2,1,3,3,4,3,2,9,86,40,66
"ZT3D7_G1797",2,8,4,4,5,3,6,111,61,886,843,883,3,10,17,100,14,10,12,23,43,1475,726,806
"ZT3D7_G1798",175,1062,386,306,490,414,840,8962,3404,31895,34485,32660,584,710,970,3146,613,1168,2785,1902,1391,46208,18268,27421
"ZT3D7_G1799",147,918,221,247,346,213,574,8218,2383,67539,62624,83206,492,596,762,8134,516,906,1642,1543,1220,128097,40152,81187
"ZT3D7_G1800",0,0,0,0,1,0,0,17,3,92,144,85,0,0,0,23,0,2,2,6,2,190,94,148
"ZT3D7_G1801",33,29,15,18,80,89,136,335,144,745,859,948,27,31,11,282,95,203,241,234,275,517,409,348
"ZT3D7_G1802",0,3,1,2,6,3,9,100,59,574,522,765,8,3,0,55,10,12,30,40,56,640,515,395
"ZT3D7_G1803",2,1,0,1,0,0,0,14,6,38,94,65,1,1,0,7,4,4,9,7,31,97,56,66
"ZT3D7_G1804",2,8,3,8,24,14,64,422,139,456,595,679,3,11,12,118,28,51,204,165,152,653,567,712
"ZT3D7_G1805",5,4,6,18,32,21,61,538,215,1001,1096,1131,22,20,30,193,43,75,239,278,227,1205,835,1343
"ZT3D7_G1806",1,3,2,2,2,1,4,44,9,17,17,26,0,0,0,5,1,4,0,10,2,5,4,4
"ZT3D7_G1807",1,3,0,2,5,5,18,164,61,158,199,152,1,6,2,13,0,10,79,69,60,173,141,177
"ZT3D7_G1808",3,33,5,22,20,31,77,826,284,2229,1916,2812,26,24,57,370,87,78,304,248,301,4058,3011,3019
"ZT3D7_G1809",5,12,12,13,17,19,68,648,303,1052,888,1371,16,24,45,190,58,69,294,310,240,1504,1055,1255
"ZT3D7_G1810",0,0,0,2,0,1,13,59,14,334,226,601,3,0,0,32,2,3,19,23,10,561,370,432
"ZT3D7_G1811",4,10,7,8,32,27,95,605,417,1662,2101,2262,16,12,6,257,58,74,267,231,329,2144,2076,2416
"ZT3D7_G1812",0,0,0,0,1,1,2,40,8,201,159,329,2,1,2,22,4,8,16,28,29,249,234,226
"ZT3D7_G1813",0,4,1,3,4,3,0,73,30,430,322,688,3,1,0,45,7,3,3,6,3,601,480,415
"ZT3D7_G1814",3,9,2,4,14,4,7,164,111,550,654,755,0,7,16,125,26,18,64,64,68,1550,1115,1739
"ZT3D7_G1815",2,0,0,3,9,8,38,131,14,77,50,71,0,1,1,30,6,9,35,19,102,208,172,276
"ZT3D7_G1816",0,3,1,3,20,4,40,113,9,69,127,94,1,3,2,41,17,39,47,86,75,191,116,220
"ZT3D7_G1817",0,1,0,3,15,12,22,131,43,81,132,88,4,1,6,14,4,8,25,21,44,101,90,140
"ZT3D7_G1818",3,0,0,2,7,2,0,52,41,195,182,270,4,2,1,15,3,5,37,29,17,206,276,276
"ZT3D7_G1819",2,11,5,9,13,12,34,360,168,923,939,966,21,15,14,136,19,33,158,134,111,1167,1078,1035
"ZT3D7_G1820",5,20,11,13,21,11,32,491,235,1349,1238,1839,6,15,14,123,20,21,179,115,112,1380,1059,1132
"ZT3D7_G1821",1,1,3,3,12,10,12,42,42,15,5,17,6,8,4,78,30,50,89,133,86,246,196,326
"ZT3D7_G1822",5,51,10,10,8,7,7,19,6,209,165,513,12,11,42,20,9,52,6,9,46,165,36,24
"ZT3D7_G1823",1,5,4,2,7,10,24,142,57,577,556,796,0,6,0,45,2,4,17,36,26,350,274,290
"ZT3D7_G1824",0,1,1,5,4,2,4,141,29,133,163,166,3,3,0,64,2,4,50,23,13,1089,407,681
"ZT3D7_G1825",4,5,2,10,15,12,30,244,128,511,460,728,4,10,5,103,20,38,102,117,103,825,706,748
"ZT3D7_G1826",0,0,0,1,0,1,3,33,22,119,149,162,11,4,15,36,6,7,27,28,21,405,315,425
"ZT3D7_G1827",6,7,7,5,14,7,41,489,269,1254,1055,1558,24,30,50,185,37,32,240,191,179,2207,1749,2028
"ZT3D7_G1828",7,1,4,6,15,7,16,82,52,423,374,586,1,6,3,55,12,11,67,34,74,560,366,435
"ZT3D7_G1829",32,90,23,54,61,39,69,415,232,795,742,737,57,67,46,347,98,142,281,279,162,2525,919,1210
"ZT3D7_G1830",4,16,3,3,25,9,12,399,251,1246,1488,1860,24,22,15,201,23,44,165,93,76,2426,1927,2110
"ZT3D7_G1831",1,7,1,7,4,1,10,65,19,98,94,131,0,4,0,8,0,1,17,13,8,118,100,133
"ZT3D7_G1832",0,2,4,3,8,3,7,58,17,84,138,122,0,1,1,18,5,12,8,8,19,213,161,225
"ZT3D7_G1833",3,14,4,7,15,10,48,330,225,770,751,934,9,24,29,143,39,43,159,166,134,1235,704,1181
"ZT3D7_G1834",0,5,1,4,20,3,32,190,49,407,515,728,3,6,11,102,17,21,60,68,78,1202,807,973
"ZT3D7_G1835",0,0,0,1,3,2,19,105,40,247,270,388,1,1,6,28,9,17,37,25,38,398,256,364
"ZT3D7_G1836",0,0,0,0,0,0,0,14,0,10,23,4,0,1,0,0,0,1,1,3,1,21,12,20
"ZT3D7_G1837",1,1,1,0,0,0,0,50,17,187,142,330,1,0,0,17,2,3,11,5,7,304,204,215
"ZT3D7_G1838",4,4,1,2,5,6,16,232,88,598,718,751,4,12,8,78,5,11,83,58,66,847,686,842
"ZT3D7_G1839",0,3,1,0,3,2,3,49,18,22,41,29,0,3,4,6,3,6,30,26,15,35,28,38
"ZT3D7_G1840",5,36,16,24,29,21,69,548,287,2171,1909,3024,34,23,25,265,38,49,201,211,181,3160,2546,2541
"ZT3D7_G1841",7,12,5,8,8,3,12,232,46,617,414,1013,10,3,14,60,8,18,19,36,16,593,431,472
"ZT3D7_G1842",2,1,0,0,0,0,0,5,1,19,16,19,3,0,0,4,1,0,10,12,2,59,44,59
"ZT3D7_G1843",0,2,0,1,3,1,18,149,42,355,386,471,0,1,0,12,4,8,10,6,10,40,23,48
