"","3D7_vitro_MM_rep3","3D1_vitro_YSB_rep3","3D1_vitro_MM_rep2","3D7_vitro_YSB_rep1","3D7_vitro_YSB_rep3","3D7_vitro_YSB_rep2","3D7_vitro_MM_rep1","3D7_vitro_MM_rep2","3D1_vitro_MM_rep1","3D1_vitro_MM_rep3","3D1_vitro_YSB_rep1","3D1_vitro_YSB_rep2"
"ZT3D7_G369",1095,1534,1501,2827,2746,2651,1125,1046,1513,1202,2518,1423
"ZT3D7_G370",946,672,1230,1008,1119,953,885,843,1241,1024,1073,652
"ZT3D7_G371",1134,1171,1953,1804,1548,1599,1227,1069,1857,1740,1726,999
"ZT3D7_G372",1209,525,1239,968,971,1040,1309,1423,1271,1239,903,522
"ZT3D7_G373",327,575,965,584,593,465,284,344,995,979,779,476
"ZT3D7_G374",0,0,0,0,0,0,0,0,0,0,0,0
"ZT3D7_G375",609,284,622,294,350,362,716,480,627,597,544,226
"ZT3D7_G376",190,251,451,214,200,237,220,137,560,489,399,176
"ZT3D7_G377",157,117,172,121,95,137,181,152,223,132,176,115
"ZT3D7_G378",102,30,101,33,52,40,85,81,163,112,58,30
"ZT3D7_G379",270,238,550,414,443,443,254,165,626,562,399,212
"ZT3D7_G380",472,1185,2023,1574,1421,1173,325,420,2069,1807,1496,1071
"ZT3D7_G381",433,575,1089,687,607,554,432,440,1120,949,827,427
"ZT3D7_G382",45,12,38,27,32,44,95,67,44,21,12,4
"ZT3D7_G383",148,191,936,198,207,203,166,90,1155,1003,359,209
"ZT3D7_G384",116,49,666,81,57,61,130,108,689,725,74,19
"ZT3D7_G385",844,1358,15685,3057,2580,2105,633,924,10558,12509,1872,1116
"ZT3D7_G386",114,326,179,627,535,424,101,114,165,132,453,252
"ZT3D7_G387",12,351,430,100,130,112,16,19,518,346,515,410
"ZT3D7_G388",96,603,678,762,823,701,122,94,792,656,967,669
"ZT3D7_G389",98,65,294,68,86,95,168,146,338,269,120,49
"ZT3D7_G390",139,171,528,158,195,177,209,261,497,443,271,137
"ZT3D7_G391",140,335,216,1421,751,626,109,139,172,219,442,255
"ZT3D7_G392",1296,1520,1938,1868,1918,1821,1682,1798,1798,1801,2415,1126
"ZT3D7_G393",456,154,409,176,240,147,419,459,407,308,251,139
"ZT3D7_G394",352,107,4952,204,391,266,294,256,6771,4587,136,113
"ZT3D7_G395",2518,1789,6800,4402,4431,4176,1985,2174,8292,5873,2631,1764
"ZT3D7_G396",167,294,713,140,130,141,132,109,946,730,452,256
"ZT3D7_G397",211,85,50,178,182,183,119,174,61,37,156,80
"ZT3D7_G398",305,177,240,334,403,294,273,315,245,217,329,158
"ZT3D7_G399",77,70,31,59,78,57,55,49,41,35,99,62
"ZT3D7_G400",234,80,237,107,141,128,349,243,319,241,135,103
"ZT3D7_G401",2446,22,190,527,393,271,1559,2779,194,138,30,19
"ZT3D7_G402",732,120,223,383,452,436,717,624,253,188,172,94
"ZT3D7_G403",1,3,7,0,0,0,0,0,12,4,2,0
"ZT3D7_G404",0,0,16,0,0,0,0,0,21,19,1,1
"ZT3D7_G405",0,141,1056,0,1,0,0,0,1162,1118,251,120
"ZT3D7_G406",0,67,254,0,0,0,2,0,251,276,130,63
"ZT3D7_G407",297,623,2815,673,613,458,256,306,2932,2625,766,387
"ZT3D7_G408",567,136,407,398,482,393,661,621,409,360,249,119
"ZT3D7_G409",1343,251,1306,459,537,401,1298,1216,1419,960,404,219
"ZT3D7_G410",332,244,807,537,455,399,316,383,1000,729,411,228
"ZT3D7_G411",121,10,134,13,9,15,122,122,177,123,17,7
"ZT3D7_G412",822,121,5482,92,131,92,1031,568,14956,7054,200,100
"ZT3D7_G413",226,148,244,179,174,155,194,232,284,228,275,101
"ZT3D7_G414",599,485,787,650,699,718,600,572,920,739,778,428
"ZT3D7_G415",2227,1108,3433,1948,2066,1684,2551,1832,9337,4136,1677,922
"ZT3D7_G416",1587,3296,2700,5587,6150,5469,1600,1155,4085,2809,5214,3111
"ZT3D7_G417",801,598,766,662,541,533,818,974,902,713,899,494
"ZT3D7_G418",514,168,584,253,225,213,460,611,595,465,181,108
"ZT3D7_G419",4055,3812,3400,5005,5377,4367,3604,4909,3123,2901,5601,3365
"ZT3D7_G420",1301,293,716,735,793,701,1285,1401,629,641,459,279
"ZT3D7_G421",877,1029,870,895,1300,1271,1187,1032,910,784,1663,995
"ZT3D7_G422",10,19,38,10,13,1,19,8,41,33,26,15
"ZT3D7_G423",1174,2281,1471,3890,3877,3721,1159,1261,1810,1386,3503,1941
"ZT3D7_G424",164,24,113,43,74,51,215,171,146,114,32,20
"ZT3D7_G425",998,734,1798,1406,1626,1613,1125,927,2589,1631,1130,693
"ZT3D7_G426",784,3650,1988,1036,990,960,565,589,2198,1538,4667,2741
"ZT3D7_G427",6,8,9,10,12,5,0,5,11,10,6,2
"ZT3D7_G428",891,879,1425,1746,1556,1450,955,903,1624,1421,1135,607
"ZT3D7_G429",535,1367,1334,1634,2097,1931,516,662,1493,1131,2049,1262
"ZT3D7_G430",109,76,108,72,65,94,108,114,147,125,119,63
"ZT3D7_G431",63,4,20,3,11,8,58,83,28,16,6,1
"ZT3D7_G432",501,683,821,1116,1080,1002,473,584,818,670,1091,630
"ZT3D7_G433",373,134,609,183,249,194,374,370,747,619,232,134
"ZT3D7_G434",723,261,5977,769,647,421,518,685,8923,7227,333,187
"ZT3D7_G435",549,376,638,343,437,406,617,531,544,506,656,361
"ZT3D7_G436",2058,4752,3536,4524,5556,5082,2283,2183,3718,3116,8265,4674
"ZT3D7_G437",581,590,758,565,547,584,668,677,927,796,863,482
"ZT3D7_G438",325,64,552,78,83,87,254,360,446,422,97,31
"ZT3D7_G439",25,13,43,7,10,10,28,28,79,48,12,7
"ZT3D7_G440",52,36,58,116,102,77,78,42,70,65,59,52
"ZT3D7_G441",49,17,31,77,76,59,39,29,26,28,29,21
"ZT3D7_G442",564,190,467,520,564,409,629,518,565,470,262,167
"ZT3D7_G443",257,164,542,259,293,296,381,229,582,550,278,148
"ZT3D7_G444",271,251,261,326,331,262,247,301,242,190,482,239
"ZT3D7_G445",255,91,267,74,95,91,151,181,303,244,111,56
"ZT3D7_G446",312,179,577,270,287,242,204,252,581,499,266,157
"ZT3D7_G447",0,3,5,1,1,1,1,9,9,11,3,0
"ZT3D7_G448",550,621,1309,1254,1239,1074,467,485,934,1272,969,552
"ZT3D7_G449",358,470,615,610,601,472,277,252,588,591,777,369
"ZT3D7_G450",892,1687,1885,1512,1352,1320,717,847,2029,1779,2513,1289
"ZT3D7_G451",0,1638,3189,0,0,0,0,5,2854,2700,2276,1594
"ZT3D7_G452",36,22,92,45,25,41,37,23,102,86,40,18
"ZT3D7_G453",936,690,1469,1228,1402,1358,1668,1260,1676,1462,1437,627
"ZT3D7_G454",222,502,1617,866,897,770,161,138,2002,1634,747,348
"ZT3D7_G455",266,34,125,119,106,145,229,281,135,103,49,44
"ZT3D7_G456",875,623,624,1142,1243,1028,784,987,711,572,971,629
"ZT3D7_G457",295,443,512,443,593,476,303,415,571,455,773,368
"ZT3D7_G458",163,429,648,651,714,656,107,128,601,585,788,457
"ZT3D7_G459",562,1675,257,1357,1327,1218,411,695,296,181,2585,1376
"ZT3D7_G460",1022,2794,1594,3632,3678,3260,1068,1386,1749,1442,4345,2338
"ZT3D7_G461",239,205,322,348,318,254,224,198,409,374,286,168
"ZT3D7_G462",1222,46,149,104,201,230,1403,863,169,131,94,51
"ZT3D7_G463",2352,2139,1634,4714,6013,4397,2831,2542,1761,1481,3691,2073
"ZT3D7_G464",1,22,42,1,1,0,0,3,46,33,34,19
"ZT3D7_G465",0,16,11,0,0,0,1,0,7,12,23,15
"ZT3D7_G466",0,38,62,0,0,0,0,0,63,44,48,33
"ZT3D7_G467",0,30,86,0,0,0,0,0,76,82,53,32
"ZT3D7_G468",40,3,40,12,18,8,29,26,53,35,4,1
"ZT3D7_G469",1146,5267,2211,2506,2695,2484,1082,1450,2504,1907,6979,4775
"ZT3D7_G470",157,155,247,184,173,146,112,168,279,211,204,119
"ZT3D7_G471",524,263,906,395,537,383,545,356,1662,1104,493,231
"ZT3D7_G472",137,171,506,51,57,57,140,136,532,420,158,114
"ZT3D7_G473",6,84,52,7,8,2,3,16,66,60,127,67
"ZT3D7_G474",29,54,138,22,32,27,42,35,127,120,138,102
"ZT3D7_G475",994,1205,1035,1373,1506,1334,888,735,1168,930,1951,1085
"ZT3D7_G476",204,323,505,463,463,407,215,220,611,445,528,297
"ZT3D7_G477",252,208,408,57,70,68,323,198,429,297,427,218
"ZT3D7_G478",13,1,4,2,7,1,1,6,1,1,2,3
"ZT3D7_G479",1466,1955,1932,2784,3461,3316,1582,1464,1942,2028,3256,2015
"ZT3D7_G480",893,928,1107,1550,1046,795,520,839,1297,963,1014,632
"ZT3D7_G481",1459,1295,619,1451,1259,1014,1790,2162,601,423,1518,933
"ZT3D7_G482",1025,2090,1486,1803,1748,1327,760,955,1734,1151,2711,1821
"ZT3D7_G483",506,475,1058,735,879,751,407,429,1202,783,696,398
"ZT3D7_G484",22,18,83,6,7,15,15,11,70,67,22,11
"ZT3D7_G485",567,389,755,453,489,522,624,464,752,597,580,256
"ZT3D7_G486",1304,1918,1285,2110,2327,1862,1424,1370,1225,1077,3193,1739
"ZT3D7_G487",1003,1106,1606,1553,1250,1214,880,1034,1425,1189,1452,758
"ZT3D7_G488",2193,2772,6570,3726,3163,3051,1698,2256,6700,5360,3335,2240
"ZT3D7_G489",770,1406,1823,1343,1291,1207,910,900,1831,1436,1743,1201
"ZT3D7_G490",264,542,765,1019,1130,1024,240,256,769,566,719,479
"ZT3D7_G491",240,285,430,347,463,337,320,260,460,409,575,337
"ZT3D7_G492",104,290,220,93,93,70,95,79,240,183,325,217
"ZT3D7_G493",835,480,1095,541,575,529,855,745,1276,950,682,379
"ZT3D7_G494",302,461,3962,48,46,56,177,272,4310,3758,697,355
"ZT3D7_G495",1252,721,1502,1049,932,860,1151,1277,1531,1309,1040,659
"ZT3D7_G496",396,380,795,410,497,409,399,399,840,775,678,370
"ZT3D7_G497",139,174,203,74,98,53,146,144,209,187,184,153
"ZT3D7_G498",797,630,1098,629,845,730,875,764,1307,967,929,565
"ZT3D7_G499",425,495,583,553,475,334,273,572,677,514,540,334
"ZT3D7_G500",1232,700,1078,1559,1732,1359,1118,1289,1199,928,1090,572
"ZT3D7_G501",27,3,13,7,12,4,34,35,12,14,0,3
"ZT3D7_G502",12,8,23,14,20,19,7,14,15,18,15,4
"ZT3D7_G503",18,8,25,23,18,19,15,17,18,19,6,16
"ZT3D7_G504",727,1197,1301,1468,1273,1164,524,732,1326,1270,1690,926
"ZT3D7_G505",353,693,580,612,682,698,388,292,549,472,1216,593
"ZT3D7_G506",49,22,46,11,25,23,62,25,60,36,29,27
"ZT3D7_G507",516,912,656,1210,1309,1099,478,484,758,674,1394,807
"ZT3D7_G508",879,870,1181,953,1040,949,789,841,1178,982,1345,694
"ZT3D7_G509",1164,733,670,1319,1522,1386,1269,1146,768,538,1054,619
"ZT3D7_G510",984,442,1405,723,782,468,778,816,2016,1306,657,423
"ZT3D7_G511",338,317,632,296,383,297,277,334,739,591,492,292
"ZT3D7_G512",114,96,162,84,128,89,120,105,171,95,122,86
"ZT3D7_G513",1117,973,4317,829,954,935,1389,1064,5105,4490,1537,815
"ZT3D7_G514",1595,1059,188,2022,1547,1514,1478,1405,236,219,1959,792
"ZT3D7_G515",336,68,318,83,90,65,367,212,449,345,163,94
"ZT3D7_G516",1153,1380,2766,1967,2197,1819,968,1038,3078,2616,2011,1326
"ZT3D7_G517",671,1397,1176,1425,1426,1391,785,917,1527,1128,1808,1141
"ZT3D7_G518",2078,271,1487,709,718,660,2070,1559,1753,1487,378,261
"ZT3D7_G519",223,24,319,172,171,178,238,175,350,312,47,20
"ZT3D7_G520",111,73,111,76,95,72,123,121,211,124,97,54
"ZT3D7_G521",1740,806,1597,1061,1600,1383,2015,1264,4511,1939,1246,833
"ZT3D7_G522",375,93,550,172,180,133,368,342,931,581,141,68
"ZT3D7_G523",914,1138,1303,929,948,748,748,720,1386,1329,1647,910
"ZT3D7_G524",329,204,364,219,180,200,246,337,379,259,237,132
"ZT3D7_G525",968,2062,1793,1619,2147,2003,1488,979,2221,1811,3222,2086
"ZT3D7_G526",319,349,518,303,332,308,368,301,607,586,568,305
"ZT3D7_G527",1067,1184,1155,2929,3486,2745,1079,1394,2045,1397,1667,1040
"ZT3D7_G528",323,273,330,273,364,310,440,375,389,331,406,275
"ZT3D7_G529",691,614,725,924,764,658,482,662,898,700,994,423
"ZT3D7_G530",1602,1830,2193,2245,2256,2221,1629,1690,2400,2069,2731,1436
"ZT3D7_G531",302,1343,275,331,507,308,437,783,492,303,1387,767
"ZT3D7_G532",301,218,1848,396,518,407,349,244,2114,1920,444,220
"ZT3D7_G533",1348,2161,3192,3020,2981,2852,1310,1181,3318,2950,3828,1853
"ZT3D7_G534",6,13,6,3,7,3,4,4,18,8,5,4
"ZT3D7_G535",35,10,28,19,33,23,45,36,32,44,10,5
"ZT3D7_G536",1334,2515,2120,1799,2306,1939,1204,1439,2276,1697,3704,2276
"ZT3D7_G537",169,232,323,432,374,414,221,245,296,306,430,211
"ZT3D7_G538",2459,2191,2550,3523,3269,2543,2015,2471,2577,2253,3040,1721
"ZT3D7_G539",0,34,29,0,0,0,0,0,35,35,38,19
"ZT3D7_G540",11,53,61,14,15,13,20,21,73,55,58,50
"ZT3D7_G541",340,405,159,180,228,208,277,407,169,139,564,391
"ZT3D7_G542",249,95,523,226,199,147,219,239,621,490,120,109
"ZT3D7_G543",59,123,91,149,133,107,67,69,89,83,172,78
"ZT3D7_G544",458,405,473,553,618,508,385,454,588,538,579,318
"ZT3D7_G545",471,365,698,493,526,416,345,442,887,695,621,358
"ZT3D7_G546",943,1294,1163,2011,2118,1818,924,918,1391,1102,1999,1215
"ZT3D7_G547",281,271,495,576,674,635,255,201,624,472,464,255
"ZT3D7_G548",42,21,112,27,29,33,38,31,109,94,43,25
"ZT3D7_G549",1455,1850,3313,2146,1320,1356,1299,1648,3836,2698,2146,1056
"ZT3D7_G550",285,422,229,591,633,533,282,290,238,208,675,351
"ZT3D7_G551",629,1266,976,1919,2084,1981,725,689,1106,864,1944,1195
"ZT3D7_G552",451,1026,1678,1608,1475,1312,474,730,1552,1298,1376,916
"ZT3D7_G553",867,1855,1308,2478,2857,2498,883,773,1257,1132,3207,1739
"ZT3D7_G554",85,93,382,51,90,51,41,68,382,353,137,76
"ZT3D7_G555",769,837,100,1447,1710,1478,1010,778,129,91,1862,946
"ZT3D7_G556",995,879,1091,1092,1217,982,968,1072,1198,905,1430,819
"ZT3D7_G557",376,296,538,393,371,360,346,363,385,402,453,229
"ZT3D7_G558",299,124,474,163,191,197,340,227,504,507,191,114
"ZT3D7_G559",392,345,462,609,755,651,371,359,501,399,575,318
"ZT3D7_G560",129,221,276,396,329,339,155,100,289,281,382,183
"ZT3D7_G561",619,1085,1327,1954,1733,1692,586,804,1351,1091,1477,942
"ZT3D7_G562",300,148,572,326,292,290,413,348,685,551,237,163
"ZT3D7_G563",12,18,102,12,11,12,13,20,104,88,31,20
"ZT3D7_G564",787,1073,1162,1534,1308,1232,632,819,1188,928,1419,706
"ZT3D7_G565",645,906,1241,815,560,485,430,600,1327,1119,1229,636
"ZT3D7_G566",120,161,491,214,216,172,121,90,517,504,229,160
"ZT3D7_G567",243,189,288,630,772,539,191,259,329,321,352,245
"ZT3D7_G568",1675,1751,1941,2373,2520,2283,1889,2140,2160,1865,2730,1570
"ZT3D7_G569",2554,2672,1868,1039,1253,1031,2376,2788,1835,1693,3854,1809
"ZT3D7_G570",1085,1141,1685,1511,1395,1226,1006,1076,1883,1721,1673,711
"ZT3D7_G571",339,256,387,577,651,530,337,314,552,354,462,221
"ZT3D7_G572",5384,89,9174,806,700,797,4870,4231,14565,11379,133,69
"ZT3D7_G573",178,1105,697,720,737,633,139,122,844,630,1401,903
"ZT3D7_G574",70,325,65,68,96,64,86,73,76,44,381,295
"ZT3D7_G575",630,628,1384,812,1096,1085,661,600,1345,1114,1044,593
"ZT3D7_G576",1368,1497,2496,2335,2340,1915,1373,1283,2671,2405,2620,1258
"ZT3D7_G577",1204,869,1299,952,1163,918,1299,1440,1762,1148,1228,762
"ZT3D7_G578",1815,3821,1639,4158,4548,3945,2187,2231,1718,1566,6666,3789
"ZT3D7_G579",436,226,269,558,784,653,454,381,354,312,415,260
"ZT3D7_G580",350,281,658,317,333,350,262,269,630,627,389,262
"ZT3D7_G581",1398,1054,1407,790,956,668,1095,1593,1664,1332,1189,773
"ZT3D7_G582",579,457,375,61,54,68,645,474,473,401,782,339
"ZT3D7_G583",2093,3367,2403,4474,5391,5272,2322,2379,2320,2140,5570,3510
"ZT3D7_G584",219,143,306,174,188,146,253,190,260,309,222,127
"ZT3D7_G585",306,152,374,158,243,163,333,334,434,371,251,177
"ZT3D7_G586",292,119,151,267,310,298,310,357,217,136,250,102
"ZT3D7_G587",472,217,557,572,490,398,414,538,527,531,388,168
"ZT3D7_G588",441,325,444,544,547,442,349,661,411,447,581,329
"ZT3D7_G589",4134,2338,2961,7039,4859,3052,2921,6386,3232,2995,2679,1614
"ZT3D7_G590",3,77,132,65,69,73,8,15,108,105,99,64
"ZT3D7_G591",861,750,2771,1967,2014,1764,837,861,2977,2378,1220,738
"ZT3D7_G592",84,22,135,49,54,53,82,88,169,124,30,16
"ZT3D7_G593",31,2,65,13,9,4,35,30,74,73,3,7
"ZT3D7_G594",209,590,349,692,797,670,220,259,352,292,861,517
"ZT3D7_G595",6693,2812,14502,2600,3126,2982,7904,6872,15757,14748,4714,2499
"ZT3D7_G596",2145,3142,1516,3164,3888,3656,1962,2671,1522,1188,4437,2930
"ZT3D7_G597",551,419,630,405,502,422,616,657,855,571,705,372
"ZT3D7_G598",10,4,12,1,5,6,12,10,23,15,6,9
"ZT3D7_G599",36,9,46,9,14,10,35,24,68,44,19,11
"ZT3D7_G600",382,693,596,549,710,617,425,354,983,793,1088,725
"ZT3D7_G601",332,216,646,123,161,136,295,323,611,477,331,147
"ZT3D7_G602",195,265,224,189,221,194,163,235,216,189,331,237
"ZT3D7_G603",0,12,26,0,0,0,0,0,17,11,12,12
"ZT3D7_G604",0,136,200,0,0,0,0,0,235,189,237,121
"ZT3D7_G605",0,32,14,0,0,0,0,0,11,20,42,18
"ZT3D7_G606",0,316,280,0,0,2,0,1,314,247,490,291
"ZT3D7_G607",0,144,7,0,0,0,0,1,12,4,196,123
"ZT3D7_G608",536,561,816,301,411,307,677,752,831,800,860,422
"ZT3D7_G609",238,298,325,342,431,374,146,288,336,291,488,294
"ZT3D7_G610",365,114,248,165,244,140,320,314,215,174,179,121
"ZT3D7_G611",1049,2505,1321,1128,1535,1233,794,905,1450,1067,3622,2537
"ZT3D7_G612",41,16,36,13,32,20,19,26,21,32,20,15
"ZT3D7_G613",97,85,473,19,33,22,106,156,462,321,101,66
"ZT3D7_G614",147,228,198,468,555,378,98,192,176,185,374,203
"ZT3D7_G615",47,5,46,38,34,36,32,15,54,52,13,7
"ZT3D7_G616",70,65,78,96,107,55,46,79,91,72,94,39
"ZT3D7_G617",0,16,51,0,0,0,0,0,69,57,35,24
"ZT3D7_G618",62,3047,3247,27,47,46,42,40,3418,2963,4336,2097
"ZT3D7_G619",0,56,272,0,0,0,0,0,272,252,101,53
"ZT3D7_G620",0,6,22,0,3,0,0,0,26,18,8,8
"ZT3D7_G621",3,47,172,2,3,1,4,5,209,170,69,48
"ZT3D7_G622",1,404,324,0,1,1,0,0,394,306,732,417
"ZT3D7_G623",0,14,39,0,0,0,0,0,33,27,26,13
"ZT3D7_G624",0,24,22,0,0,2,0,0,25,21,43,27
"ZT3D7_G625",0,34,352,0,0,0,0,0,728,482,47,29
"ZT3D7_G626",0,44,199,0,0,0,0,0,271,192,55,20
"ZT3D7_G627",0,176,631,0,1,0,1,0,695,492,242,143
"ZT3D7_G628",0,68,960,0,0,1,0,0,986,1041,76,44
"ZT3D7_G629",0,29,154,0,0,0,0,0,148,186,50,26
"ZT3D7_G630",1,6577,3012,1,0,0,0,19,3159,2004,9730,6559
"ZT3D7_G631",16,13,6,52,71,49,19,21,9,6,19,17
"ZT3D7_G632",2587,3219,2040,5583,5711,4828,2946,2647,2281,2049,5997,3029
"ZT3D7_G633",345,307,103,355,335,360,332,336,113,98,624,290
"ZT3D7_G634",406,391,456,510,429,363,297,409,445,377,446,216
"ZT3D7_G635",616,936,404,1697,1439,1470,455,598,647,359,1112,785
"ZT3D7_G636",3171,2505,8363,3255,3314,3150,2415,2851,7024,6668,3532,2367
"ZT3D7_G637",366,160,879,230,274,258,397,292,789,849,322,179
"ZT3D7_G638",280,369,455,331,334,317,394,314,482,458,586,317
"ZT3D7_G639",110,367,208,229,208,198,107,124,205,147,466,296
"ZT3D7_G640",1289,1002,4793,3060,2788,2789,855,1177,4912,4404,1577,835
"ZT3D7_G641",100,311,128,410,465,514,116,139,118,78,468,301
"ZT3D7_G642",1048,1688,1829,2132,2145,2022,993,1029,1844,1523,2982,1485
"ZT3D7_G643",111,117,81,193,247,213,131,101,123,102,148,85
"ZT3D7_G644",120,121,280,95,108,99,141,119,287,247,231,83
"ZT3D7_G645",87,86,119,108,187,95,92,84,160,98,130,78
"ZT3D7_G646",445,385,598,376,421,378,362,312,719,637,614,332
"ZT3D7_G647",489,154,525,410,464,410,473,386,560,430,174,113
"ZT3D7_G648",574,386,666,765,723,632,582,526,714,643,615,322
"ZT3D7_G649",1271,341,2711,503,564,488,1125,1069,3040,2753,482,307
"ZT3D7_G650",96,138,234,143,137,124,124,122,295,248,205,122
"ZT3D7_G651",57,61,129,23,34,33,64,66,165,115,69,54
"ZT3D7_G652",902,439,1155,773,973,833,978,740,1452,1184,790,472
"ZT3D7_G653",762,632,1100,1210,1336,1172,631,765,1184,1113,1134,647
"ZT3D7_G654",357,159,807,214,208,161,276,253,789,720,199,126
"ZT3D7_G655",1498,2281,1552,1536,1626,1245,1130,2119,1469,1171,2552,1938
"ZT3D7_G656",55,75,162,37,49,45,66,39,265,186,110,60
"ZT3D7_G657",112,76,190,179,255,230,136,152,181,155,100,54
"ZT3D7_G658",351,129,704,108,135,120,401,402,754,569,181,118
"ZT3D7_G659",1205,939,1238,1066,1415,1165,1195,1026,1424,1066,1649,946
"ZT3D7_G660",2754,943,2091,1189,1282,923,2417,2768,2820,1800,1430,874
"ZT3D7_G661",966,653,2021,2560,3483,2738,806,634,2329,2601,974,784
"ZT3D7_G662",1239,597,2670,415,591,553,1675,1172,5251,3327,1009,515
"ZT3D7_G663",363,485,865,215,347,297,481,434,1223,984,792,537
"ZT3D7_G664",2936,4396,7375,2644,2801,2729,2890,3201,7553,5665,6029,3622
"ZT3D7_G665",359,383,549,558,633,547,515,328,832,578,629,397
"ZT3D7_G666",2681,372,758,1070,1160,1121,2456,2698,890,720,573,464
"ZT3D7_G667",507,269,456,380,468,316,453,384,585,430,445,249
"ZT3D7_G668",246,455,219,373,459,415,250,313,216,172,648,372
"ZT3D7_G669",826,448,1267,440,589,520,777,744,1367,1336,675,408
"ZT3D7_G670",228,107,349,109,120,112,161,203,334,278,141,63
"ZT3D7_G671",92,18,135,58,82,67,146,96,110,105,40,13
"ZT3D7_G672",212,126,360,543,465,415,155,206,276,282,162,84
"ZT3D7_G673",165,74,92,146,158,153,160,160,91,58,139,80
"ZT3D7_G674",4988,2595,13214,1391,985,1060,4082,5188,12613,10335,3748,1819
"ZT3D7_G675",67,95,777,40,42,35,40,87,809,662,86,62
"ZT3D7_G676",156,117,174,1448,1591,991,92,81,179,146,148,84
"ZT3D7_G677",78,62,236,131,126,107,56,84,285,178,62,45
"ZT3D7_G678",68,86,226,68,74,73,75,80,280,204,114,67
"ZT3D7_G679",495,819,764,1670,2034,1733,473,577,869,691,1299,751
"ZT3D7_G680",396,407,539,495,668,531,368,320,445,413,696,372
"ZT3D7_G681",395,542,886,760,1006,1022,435,377,952,925,889,561
"ZT3D7_G682",233,232,522,285,305,253,163,178,632,492,398,195
"ZT3D7_G683",608,1405,1255,1220,1350,1251,589,735,1162,1109,2486,1260
"ZT3D7_G684",2376,72,849,157,205,170,1975,1951,968,697,100,71
"ZT3D7_G685",3169,97,580,533,597,502,2768,2764,619,454,133,107
"ZT3D7_G686",461,210,819,286,353,333,413,431,723,618,283,191
"ZT3D7_G687",40,28,50,56,49,56,27,41,43,26,44,29
"ZT3D7_G688",302,392,475,1082,1172,969,294,278,599,474,666,407
"ZT3D7_G689",93,937,322,424,568,542,106,76,487,290,1542,937
"ZT3D7_G690",188,72,1024,49,41,42,127,184,962,618,93,71
"ZT3D7_G691",376,245,537,290,341,255,288,285,569,494,365,214
"ZT3D7_G692",5351,5986,4411,3067,3188,3190,4904,5929,4356,3333,7816,3589
"ZT3D7_G693",1258,458,504,490,677,618,1586,1227,640,422,899,420
"ZT3D7_G694",147,147,180,144,183,111,150,126,189,190,230,116
"ZT3D7_G695",3287,706,3244,775,781,734,2948,3531,2449,2645,940,560
"ZT3D7_G696",371,101,393,302,295,228,228,315,418,367,145,73
"ZT3D7_G697",1770,612,6565,885,883,861,1543,1714,6241,5978,859,595
"ZT3D7_G698",407,405,806,455,518,402,439,421,957,767,647,293
"ZT3D7_G699",1133,1953,2481,2766,2689,2296,1349,1313,3308,2222,2410,1412
"ZT3D7_G700",164,129,234,168,188,123,160,210,189,213,172,104
"ZT3D7_G701",232,184,311,391,338,290,231,245,201,274,306,138
"ZT3D7_G702",2198,786,2556,2006,1987,1669,2113,2452,1914,1949,1237,773
"ZT3D7_G703",2,0,3,0,0,0,0,2,3,4,2,0
"ZT3D7_G704",0,138,245,1,0,0,0,1,297,229,197,140
"ZT3D7_G705",329,437,708,611,747,560,227,277,970,805,657,325
"ZT3D7_G706",428,293,468,430,368,286,322,335,478,458,394,247
"ZT3D7_G707",1494,2333,3090,2132,2537,2321,1552,1452,3332,2555,4161,2352
"ZT3D7_G708",801,705,1336,1527,1349,1406,891,932,1271,1141,948,554
"ZT3D7_G709",413,626,932,1030,895,861,477,488,917,693,1010,496
"ZT3D7_G710",1049,85,404,157,174,134,958,842,520,453,138,83
"ZT3D7_G711",1107,828,1115,1367,1420,1396,1011,1031,1125,1017,1250,765
"ZT3D7_G712",153,34,715,20,24,29,155,141,898,747,47,30
"ZT3D7_G713",112,49,457,60,68,57,110,105,456,413,97,31
"ZT3D7_G714",369,729,629,1000,1218,1083,451,343,678,536,1108,724
"ZT3D7_G715",951,676,1027,1245,1261,1163,930,856,1010,1041,1147,538
"ZT3D7_G716",968,1279,1333,1851,1898,1718,887,1103,1332,988,2204,1264
"ZT3D7_G717",826,1088,921,1802,1601,1629,703,941,926,1074,1639,852
"ZT3D7_G718",77,41,380,66,66,57,83,58,370,509,76,54
"ZT3D7_G719",78,47,648,46,48,61,85,53,643,773,93,77
"ZT3D7_G720",71,126,437,42,44,56,52,63,514,456,225,114
"ZT3D7_G721",101,62,133,38,35,39,88,85,176,142,82,56
"ZT3D7_G722",60,68,104,61,67,59,74,49,113,120,147,82
"ZT3D7_G723",102,21,36,22,38,31,98,102,45,32,31,23
"ZT3D7_G724",1337,420,1257,905,989,975,1682,1526,1517,1295,683,395
"ZT3D7_G725",0,15,16,11,17,5,0,0,11,12,11,8
"ZT3D7_G726",1423,216,492,334,395,357,1258,1704,479,442,347,218
"ZT3D7_G727",1723,20946,2235,28863,25869,25236,1100,2729,2550,2776,31339,21287
"ZT3D7_G728",1184,2336,1647,3504,3359,2971,1082,1203,1762,1491,3290,2049
"ZT3D7_G729",76,65,160,123,119,100,52,108,217,154,76,41
"ZT3D7_G730",4700,3406,2081,7782,7112,6053,4429,4965,4539,2509,5350,3208
